user_id,date,minutes_used
b84e638d-f400-4c81-b447-4d8e0106433c,2023-06-11 11:57:43,26
561bd7db-5455-4888-b27c-d93768afda45,2023-09-30 14:33:42,33
aa1f6557-a0d5-46c2-8107-fc5d6b90af85,2023-08-02 07:14:11,2
76e19f03-e3c3-4ac1-87e7-70a19d673fc0,2023-12-21 11:53:01,0
0b1481b2-86ab-490e-a29d-d572196b8e9f,2023-07-02 20:26:08,23
53c4e27e-1b4d-4d80-9576-70cb273700cb,2023-10-22 03:01:06,7
6784ae35-3b13-46b4-9cde-63b09821b4b9,2023-07-28 18:01:40,19
7f14fe4c-0247-434e-adad-5d652e970fe3,2023-11-08 11:08:06,3
1718d0a2-08c1-495d-8238-a8672f57c52e,2023-09-15 21:48:31,12
1b6ce4c0-cb09-4616-bab9-7d3e1cc0b63e,2023-11-17 15:10:56,14
ff34860a-b043-430f-819a-98788ac2b1eb,2023-03-26 19:44:37,17
017cd7c9-e0b3-4c31-85a1-eabefe0f9cef,2023-10-23 21:02:46,14
48bd74cb-f5f9-4933-896b-2991ef5ba0e4,2023-04-07 02:32:41,13
803aaa06-0d3e-4388-9e71-f99b6270d8ef,2023-09-22 05:14:46,8
35b80c69-af2f-4238-b5d6-f7c5425f4d75,2023-10-21 02:40:56,1
55eab6ab-3ed6-4c87-81f8-fdf22e1fb826,2023-08-20 09:23:35,1
10c8a32b-ca0e-49ba-830f-8560fb9da3f6,2023-12-06 02:12:30,11
af0f614d-496e-4256-aab6-d65218fc2ea0,2023-11-02 18:49:36,8
73970ca5-2da9-4330-8466-f64bda620924,2023-02-01 19:05:11,14
f4d2a038-9634-4be3-b9bc-4dd30fe96826,2023-07-24 02:04:37,7
2ad4271c-f3fe-4b37-b400-551c7d34a9ac,2023-06-23 11:59:34,23
c37e69ec-d636-4ade-a5b3-1872d1357e3f,2023-07-25 02:55:49,39
2e774166-e972-4d6b-8c22-703ee87d431f,2023-10-01 07:34:32,7
18702484-826a-4358-b505-68b0f93f06f6,2023-05-21 12:04:45,4
b9d6d727-400f-4ed6-91e1-5ca71be066f0,2023-01-31 07:58:12,2
ee83d835-2eb4-42a2-85b1-134b58da1780,2023-12-23 05:20:25,19
03c87830-8f20-4d73-b5e3-648ef6dc4642,2023-08-08 02:26:01,11
3dac2576-8a81-4874-bea2-e4fc5a09fc45,2023-02-13 13:51:42,4
1c5900ea-4ff8-483b-b934-1bdf88bb8f76,2023-01-24 23:37:36,21
66379da6-b1a5-48a3-9ab7-bb81f10a1324,2023-11-18 20:44:02,3
dedb2759-961f-4883-9421-a9ef026255ff,2023-08-01 16:27:39,16
77ae0c65-76e7-4c2c-8469-81e86acb7400,2023-12-17 15:31:39,14
e951f78e-b433-49c5-a7b6-a9d91abb8418,2023-07-16 07:28:51,26
24667fa9-7bd5-43a5-88e2-cf2051221ad3,2023-03-20 12:14:15,1
5a2665f5-0cb6-4a9d-ac9c-9cdc68b91ada,2023-08-11 09:57:59,43
d11653f9-2518-4e29-abd1-11d83c81dafd,2023-07-28 10:02:06,24
ee83d835-2eb4-42a2-85b1-134b58da1780,2023-02-28 04:43:31,4
679bfb7c-1e13-478f-90ec-9af39258b34e,2023-03-05 21:35:50,4
8ff8941b-3367-4ac4-acf2-eec864db1f0a,2023-05-08 10:16:40,11
e50b156c-2e48-49b3-bf82-dedb4f34bfb6,2023-11-28 20:23:12,34
2759c888-fbc7-4bd5-aae2-466a9b6371f3,2023-07-22 01:56:04,37
1df8c078-2cd9-45fd-b27f-dfe315c4879d,2023-06-21 14:15:08,14
d7703b87-7b32-44b2-a5b2-332485e7623d,2023-02-15 03:26:07,39
ab7369d6-69a2-45e3-bbae-62bdd08c191b,2023-09-22 04:48:40,0
1edbeb64-7af2-4604-8088-342da2b08134,2023-03-21 18:28:50,0
64eaead4-2682-4904-8089-4545d3ee9b0c,2023-10-06 10:09:35,48
1edbeb64-7af2-4604-8088-342da2b08134,2023-08-15 11:19:49,29
54bf8328-6f2c-47b8-a35d-594f4922f0af,2023-07-09 20:12:24,11
55eab6ab-3ed6-4c87-81f8-fdf22e1fb826,2023-02-05 07:38:15,28
dd25d0d9-2715-438d-b79e-2a8d41dc82b9,2023-12-16 02:15:21,62
8167f831-1567-4337-9059-d63a900a6b49,2023-07-18 05:02:35,29
1d08da00-f32e-4468-8e8f-6f8d1981d7c9,2023-06-23 00:11:58,36
e951f78e-b433-49c5-a7b6-a9d91abb8418,2023-11-11 01:33:23,28
f74e39c2-da26-4fbb-889a-4ec0989adac3,2023-01-22 14:33:47,3
16129b3a-17d6-4c68-ae5a-0f5d34d95131,2023-06-26 02:17:43,35
90f32ea4-de73-4f5a-8791-0db59fb83e82,2023-02-21 05:48:37,4
1d33aa23-621c-431a-9f2a-04f6edc952f1,2023-07-19 07:48:59,44
75951024-381a-4b88-82fc-d8b00286da62,2023-06-11 08:02:15,12
3bcebf98-1ecb-4eaf-a09d-3deef794501b,2023-06-27 09:40:13,22
c6cda06e-1b29-4474-9dc2-3c451a132709,2023-08-08 00:01:59,13
88e7820a-1057-4620-85d6-15a4b86f028e,2023-01-23 10:08:44,1
f420a1fc-af64-4652-8c0a-68a7648efb32,2023-08-06 00:22:02,6
1d56e79e-607a-4d2d-9d5a-76bd63310aef,2023-06-29 13:40:41,82
1d33aa23-621c-431a-9f2a-04f6edc952f1,2023-09-19 06:38:58,64
ccbdbfa1-3660-4db9-8721-86df5507ca1e,2023-11-10 08:59:46,7
61ef894d-a50e-4965-99fa-c2d0f3e159fa,2023-04-30 16:20:54,111
50f44e56-8c68-4d65-860e-aa965d1e9559,2023-10-08 21:27:32,37
4a2bcc80-ec3a-4c00-a7a8-d646970405c3,2023-01-09 10:54:55,18
2886228f-e755-42e6-aaca-39454171c861,2023-06-03 18:30:34,0
5970e80c-3069-430e-8bcc-f0117083a94b,2023-04-09 19:42:47,46
8167f831-1567-4337-9059-d63a900a6b49,2023-11-14 01:53:44,16
a44d4e1d-f92f-4fb9-920d-bff3d2f27b2e,2023-01-02 04:06:22,40
00918c67-3619-41fd-9908-fde214a5b274,2023-10-17 15:24:05,35
31c38812-4342-4b6f-92d0-73eac050bab8,2023-03-26 14:59:14,35
b46e880c-5c0d-4321-a63f-03c4b0f6d84f,2023-08-13 14:15:06,23
a2ddb9fa-a1fc-4690-8087-dced6dd99aba,2023-01-29 08:41:04,6
7256902f-e266-4f02-999d-86d149eeb3e0,2023-01-18 14:07:53,8
1d56e79e-607a-4d2d-9d5a-76bd63310aef,2023-06-14 13:08:45,7
985a55af-ac71-4a50-b58a-206eac5d6f30,2023-05-14 19:14:30,0
08e68d94-fd72-4fef-9835-f91c9ad4ccaf,2023-09-30 00:03:36,17
0ba037b6-e552-4e35-b978-1e50108dfb92,2023-01-25 18:17:07,24
08fb3602-e86a-4873-8fc4-d1fc79fc38fe,2023-07-30 04:00:33,38
f29e93e9-b1f4-4e16-96cd-5df7303c73c7,2023-01-24 09:37:23,3
0c73522f-b29e-440e-ac4b-6fac8a60b8ae,2023-12-29 22:56:34,15
436e2524-05f1-45f4-9bb0-96934e06295b,2023-12-14 06:43:12,0
9ac3fb9b-b886-43a2-96ee-55ae48030b4d,2023-01-27 19:18:18,1
20bbbc16-200d-4136-b606-002837d23a7f,2023-12-29 15:25:08,1
060e91a4-c23f-4b41-aab2-499bac5edc08,2023-07-03 08:01:21,25
143fffa3-5104-4253-9a96-a71c7f1590c4,2023-01-13 07:47:25,1
e73effce-2f59-4547-b315-acd480b7f7dc,2023-04-22 11:52:45,25
b84e638d-f400-4c81-b447-4d8e0106433c,2023-06-08 18:54:57,5
083855a5-33b9-48d2-8560-fd46990fa4cf,2023-03-11 21:32:51,42
9698a7d2-cbd5-4101-bdb8-ee5fbd40942f,2023-10-26 15:20:20,33
75951024-381a-4b88-82fc-d8b00286da62,2023-02-22 14:17:18,63
c994a117-1fe7-4c90-b20d-ebe993c22891,2023-10-25 10:01:52,43
750ba352-3cfc-470c-852e-3be25da96f37,2023-09-07 03:26:46,54
66379da6-b1a5-48a3-9ab7-bb81f10a1324,2023-10-11 05:28:14,39
54244985-b635-491f-b495-a6ec415d03ad,2023-09-08 20:02:43,23
90f32ea4-de73-4f5a-8791-0db59fb83e82,2023-06-13 06:03:26,3
82b2b98c-cba7-4518-a03a-16fbfc31fa79,2023-05-26 10:13:43,6
2d504b9c-fb97-4783-a12e-4d307dedab21,2023-12-13 03:49:52,4
ff3b2434-8059-469c-8916-0b870012fd06,2023-05-29 12:58:06,18
04f544c4-d4cc-42ac-8bca-3246f60028e3,2023-06-24 04:40:08,14
1661c2c5-f921-45f6-ab2f-8bbe130acb41,2023-12-04 17:26:54,40
e50b156c-2e48-49b3-bf82-dedb4f34bfb6,2023-12-23 04:07:55,61
c376db46-9a8e-4de9-bf22-1209462b5cca,2023-12-19 03:41:02,10
842c77e8-e070-488f-a140-8602242e8177,2023-05-27 14:31:15,14
6099ef8c-520b-49c9-a43e-2c5311ed5c5f,2023-05-26 21:16:12,71
96e3bdda-1e66-4500-a0c2-e14e3560e45d,2023-02-01 03:59:02,6
a1e535aa-fbc5-4c5f-abac-06c1cde9bbae,2023-09-23 03:30:29,31
95310f2d-b978-449b-839a-9f7052aea042,2023-09-15 00:21:12,5
e951f78e-b433-49c5-a7b6-a9d91abb8418,2023-12-06 15:25:53,22
a741fdeb-25cd-42f6-bbe1-89edab1069e9,2023-07-29 10:38:34,5
42a681b5-05a7-415b-92ca-89758b28aa45,2023-02-21 15:33:17,43
9f1bb602-dc7d-4125-99d7-ae5ebd216112,2023-09-11 19:22:45,16
a3b62fb1-6c7a-49c6-baa4-ea7e13f6aa26,2023-12-01 02:27:07,4
aa1f6557-a0d5-46c2-8107-fc5d6b90af85,2023-05-16 01:27:01,5
75f44518-b64d-4a95-ba2a-653be44aa9d3,2023-02-16 01:44:28,13
2b5db3a2-cade-4b97-81bf-e72bc682a13f,2023-03-11 07:29:41,65
6e215bc8-4b04-42dd-b5e0-7b3982765072,2023-07-28 15:36:43,29
9b80b9c7-0033-4c80-8846-ed5294d7d775,2023-06-02 15:34:19,13
67495263-d0be-419c-b31b-5b93a01610ab,2023-07-25 09:10:11,8
679bfb7c-1e13-478f-90ec-9af39258b34e,2023-02-19 10:57:39,15
d788bbb3-4ece-450f-99d9-11e822002ffe,2023-10-10 16:07:46,27
ddeb9bc5-f937-46f0-b251-29960d7d9908,2023-03-28 11:37:23,30
b12ae920-a911-459d-a857-81d3249f5906,2023-11-21 05:06:05,7
099015b2-6236-44dc-8165-5ba8c119dd82,2023-01-02 08:22:24,25
be075704-ca82-4e18-8116-e50d9413c861,2023-10-21 16:06:10,21
fe2a4539-f06d-44ee-aa8f-9cf0740fdfa2,2023-01-09 19:54:30,63
03c96f66-8d9b-47e7-a6e2-2ef6253543b5,2023-04-26 20:56:40,53
56c04fc4-cbae-4b04-aaf7-13f61d9c0c15,2023-06-29 19:30:32,31
7685d0c9-30bb-4588-8c49-03fbaceb6a9a,2023-09-19 13:28:25,25
41505749-0e7f-409f-b1de-4254c9f5668d,2023-10-07 06:26:29,6
060e91a4-c23f-4b41-aab2-499bac5edc08,2023-07-31 10:35:54,37
6facd109-0238-4b6b-add3-4909fad3e685,2023-06-14 17:09:35,11
50f44e56-8c68-4d65-860e-aa965d1e9559,2023-07-26 13:58:50,6
ae9c43ac-a518-4893-b9f1-749fcbf58979,2023-05-28 07:06:46,9
75f44518-b64d-4a95-ba2a-653be44aa9d3,2023-11-16 18:16:31,36
c376db46-9a8e-4de9-bf22-1209462b5cca,2023-03-31 04:37:27,3
4ef7d48b-f7c1-4b86-b677-97559b7b1cc5,2023-04-07 02:58:45,12
09f1e5d6-5bf3-4253-82d5-311bd5b9d4af,2023-06-28 21:20:19,13
094a94b3-747b-4c76-841e-0a0cc33a611e,2023-05-15 10:26:33,0
3188d4c0-949d-4bcd-aabd-f51f565abcf9,2023-03-02 05:50:09,4
a9e5b16c-fd3c-47e4-8aeb-896cd92c54a8,2023-04-18 01:14:30,35
41e5fffa-d76e-4ea9-8656-6fb44610300e,2023-03-15 04:45:54,35
06da93b7-ae3f-4040-b354-b224f3530921,2023-12-06 21:31:53,6
31e7405f-bdff-4123-9309-8b99d14e6cbd,2023-10-09 13:42:46,41
04f544c4-d4cc-42ac-8bca-3246f60028e3,2023-10-25 06:52:59,29
6e215bc8-4b04-42dd-b5e0-7b3982765072,2023-02-13 19:47:17,10
3e47c2a1-e169-460b-b641-b42c9fac410f,2023-01-13 12:17:13,27
275538f6-6f8f-458f-9b6a-d14c1af3ec94,2023-11-11 08:53:00,65
614d4c28-6cbd-4559-819b-5464a49ff35d,2023-09-14 09:29:18,12
b25f1da0-108f-4910-9493-cd20efff5adb,2023-06-12 19:36:20,5
ebb109b0-1ba3-4bab-bd43-af5bb0efb485,2023-08-27 19:29:58,56
b84d2a9d-ff8e-43e4-be4c-a6d4f22ae732,2023-10-25 12:08:08,18
10c8a32b-ca0e-49ba-830f-8560fb9da3f6,2023-12-30 14:22:11,2
66c73309-c8c5-4c24-91cb-214691007aff,2023-12-10 05:12:31,17
ba3d0150-6f76-48c4-b12a-00e9fdde8be2,2023-12-12 06:27:57,13
1d33aa23-621c-431a-9f2a-04f6edc952f1,2023-01-07 01:49:45,38
b25f1da0-108f-4910-9493-cd20efff5adb,2023-04-04 11:10:20,15
fd9d1182-05cd-4ef1-83cb-2289156188ca,2023-03-22 00:49:11,5
d737db63-81a6-4612-9ac7-24b55150bf10,2023-01-27 03:11:48,22
7d3d5546-b722-41ad-bc30-e9f97c7ca53e,2023-02-09 04:25:31,15
a0b6558f-135c-47ea-b2d3-ddb44483b6c6,2023-08-19 15:57:38,5
88e7820a-1057-4620-85d6-15a4b86f028e,2023-01-14 00:57:12,17
3d451e08-65af-4b2a-acbf-dc417af8d05d,2023-06-23 09:07:56,34
499c0153-1f5d-41ca-9a70-0647a2cf7575,2023-08-21 03:45:32,0
4aaef96d-bca3-4fb3-bea0-6193b8a56e8b,2023-09-18 23:42:51,19
f588ab43-cc5f-4692-8152-c05e30ead7df,2023-10-01 03:06:11,8
42f949ac-6679-4a17-889f-10e45506ce66,2023-12-05 17:36:32,6
ebb109b0-1ba3-4bab-bd43-af5bb0efb485,2023-01-19 21:41:46,9
16129b3a-17d6-4c68-ae5a-0f5d34d95131,2023-04-06 01:05:15,8
2e39e0c7-8deb-4190-b7c6-814e02f8225e,2023-10-15 14:20:35,35
a5225875-b279-4c6c-905b-79a3c69fec8b,2023-01-18 04:18:58,6
9f8ed6ba-c003-46df-8eaa-79cbb2552e5d,2023-06-06 05:23:05,26
f430d073-d731-43b1-9834-073df98b9276,2023-06-20 11:25:47,1
44913d68-0203-49f8-8e93-f23c395a8104,2023-04-02 00:12:01,60
659ab890-a915-4671-b791-8fa7c130c704,2023-07-29 14:55:33,19
6e215bc8-4b04-42dd-b5e0-7b3982765072,2023-03-26 09:05:44,24
f6d9f6bb-bc32-49ea-b062-2558ff4cbec4,2023-10-20 23:23:03,7
9f1bb602-dc7d-4125-99d7-ae5ebd216112,2023-12-02 10:32:57,10
9d8e2de6-7bba-4ff3-b318-6e6eab9dbc87,2023-10-29 09:26:14,5
715afdda-594d-4fa8-9018-dbf78c6bbd62,2023-01-22 22:05:47,53
fd9d1182-05cd-4ef1-83cb-2289156188ca,2023-02-24 10:09:29,13
dac13160-1acc-42ca-8d49-364de2c5142c,2023-07-15 16:38:58,19
89849918-0f00-4792-9988-4f9e60a82c76,2023-04-23 08:07:50,26
42f949ac-6679-4a17-889f-10e45506ce66,2023-04-01 22:32:36,9
579854c9-121f-4d0a-b4dd-43b4820ebe43,2023-11-13 19:40:44,25
d44823a3-82a9-48ac-84d2-5966a7b7d4f5,2023-12-22 21:26:21,22
b2501e25-3271-4be7-b66c-71aadffc946c,2023-10-12 02:14:13,24
531454d9-7b3c-4998-8ab8-7efce9ea6961,2023-08-12 17:44:15,13
8c54d0f7-6094-43f8-a383-dc17063f3528,2023-05-04 20:23:52,9
9b5861ab-d195-4659-a2cf-a8bef912cd1e,2023-08-13 06:27:19,5
fad47005-0341-4c19-a6c8-f531c89c53aa,2023-08-21 04:59:47,34
56e7f9f7-4c54-496c-84ef-6c38de66df0c,2023-10-28 00:34:40,18
659ab890-a915-4671-b791-8fa7c130c704,2023-09-19 04:27:05,11
2d504b9c-fb97-4783-a12e-4d307dedab21,2023-11-14 19:52:39,57
3705004b-81b9-4aeb-ab8d-3adc4f64c318,2023-05-05 12:48:55,0
3e47c2a1-e169-460b-b641-b42c9fac410f,2023-04-03 00:06:20,37
3d653908-051e-4a24-9e1c-d2097d8dd153,2023-04-28 04:38:54,120
765fb854-a27c-4b54-a7ba-b54e2f066f88,2023-12-07 07:19:10,43
ae7b5cdb-0f5a-44f6-8acb-1de604d82a17,2023-02-25 15:17:02,33
620405eb-184c-4f13-8cdb-09a541505fba,2023-09-14 09:37:32,9
544fd310-ef2e-4711-9fbc-cf45e61e7b90,2023-07-22 10:24:43,5
1c5900ea-4ff8-483b-b934-1bdf88bb8f76,2023-03-27 20:16:03,26
7e6a2298-0cc2-49a6-b1d6-3a1d38fcfba5,2023-06-10 14:39:37,7
9698a7d2-cbd5-4101-bdb8-ee5fbd40942f,2023-04-27 16:52:18,3
dad4c52a-3ccc-4ec3-abe8-36bc3a55ed1f,2023-04-17 20:37:13,30
bb2576b0-4634-4eb4-ac88-fb2ec274c396,2023-01-24 16:09:58,7
6a40be6a-df15-4e3f-a763-d9be76b3f369,2023-08-05 04:59:20,49
1d56e79e-607a-4d2d-9d5a-76bd63310aef,2023-08-18 18:44:14,36
42f949ac-6679-4a17-889f-10e45506ce66,2023-12-08 15:31:39,37
76014403-81fd-40bd-b3a1-1eea26178e21,2023-10-13 12:40:24,29
a575d221-0503-482f-a78b-a53c6de71fcf,2023-12-21 00:31:10,42
5840e05a-aabb-493c-85bb-3a0d66ed148f,2023-03-10 00:21:34,32
2ad4271c-f3fe-4b37-b400-551c7d34a9ac,2023-09-01 02:40:44,18
5feabd62-307b-454e-acc6-5f4e16ace424,2023-09-21 14:24:34,7
a5616032-17aa-4fde-be4a-f91ed08f448c,2023-06-15 21:47:52,43
db3573e5-29e5-45ec-af21-5027cb15090a,2023-08-04 20:54:13,36
b25f1da0-108f-4910-9493-cd20efff5adb,2023-07-12 11:31:14,12
f32e1d29-3044-4ba1-80b2-6390336f7372,2023-01-19 04:59:29,0
96b2f304-9d22-4fe7-817e-d52979f4fd8f,2023-05-14 18:10:43,20
778511b6-bfa7-489a-a3c7-e6a1b8c4ef84,2023-09-07 20:08:25,1
e8e82a56-48fc-4777-bc61-06dcce57726f,2023-09-18 17:21:57,52
321d09de-d8f1-40e4-b90a-589af76de4bc,2023-05-29 00:37:07,65
aba5e7ba-003a-4819-a3b9-ea57b7c3781a,2023-11-02 04:13:46,4
4c079df3-57db-4cd2-bd89-db67fa7dc8be,2023-07-23 16:21:00,22
a5616032-17aa-4fde-be4a-f91ed08f448c,2023-05-04 18:49:13,1
f6ba630a-db9b-4043-8c28-043ea17088d6,2023-09-28 10:03:53,26
58fbd995-7606-4323-b665-fcff5f23416c,2023-06-11 16:25:36,8
e7fa7080-3c02-4dc2-b4a4-3d3e86adf01a,2023-06-08 13:15:04,22
3ec1ec13-7a53-43d3-94e2-ea02015819d3,2023-02-27 22:48:32,9
83723164-b7e4-484b-b0d4-9f16bb135880,2023-04-27 11:09:48,3
561bd7db-5455-4888-b27c-d93768afda45,2023-05-27 04:51:47,10
715afdda-594d-4fa8-9018-dbf78c6bbd62,2023-03-13 09:52:34,2
5cfffd88-ccbd-4b8a-ad1b-9f4887e1197e,2023-10-20 23:40:03,17
4ad76c5e-164c-4fb6-aa02-5bcf52b72228,2023-07-28 21:51:17,0
d2bf1471-3bac-435f-9db3-bbe86c8a6670,2023-07-03 21:30:55,14
848c3626-6d8b-4591-b8fd-0ed9537bface,2023-04-04 13:59:10,43
3ec1ec13-7a53-43d3-94e2-ea02015819d3,2023-11-26 20:25:52,36
37c2c53b-57b5-4741-a58c-f9ec549437f8,2023-03-29 12:21:48,42
2f9cc123-bacd-4bf9-8e8c-e42bb9cc2603,2023-04-27 19:03:59,51
a1c31dc8-9e53-42b5-a6fb-42c02bb4f39e,2023-11-30 00:51:49,2
998d374a-f741-49bb-a6d9-9dd6c6e90489,2023-10-02 19:05:37,2
e3fb7d75-6396-47f7-b9a6-a1ce1c569f75,2023-02-26 01:27:20,16
96108242-5958-4bfa-9d54-0a3ee0305a6a,2023-11-09 22:22:41,44
1ef9422d-623d-452e-9c20-17e15ef8a00e,2023-06-29 19:42:26,73
64867345-e06a-4d45-aaca-64b68c249397,2023-12-22 06:00:20,0
3daa94c9-bc22-4f83-9072-616d30749c5b,2023-01-23 09:05:38,8
baf20257-80e5-4880-90eb-e17447919dcf,2023-08-07 09:49:01,4
1c5900ea-4ff8-483b-b934-1bdf88bb8f76,2023-06-10 06:25:58,28
a47b73d9-5b1c-4cae-97a2-b714c45c80b1,2023-06-11 18:08:04,20
ae6ac1da-206e-42ab-8fe1-f44b79399f1f,2023-08-05 10:17:20,2
778511b6-bfa7-489a-a3c7-e6a1b8c4ef84,2023-07-25 19:52:54,13
2e94552f-78e0-4d1f-a67e-7ba7690a5fe6,2023-02-22 01:50:06,23
96dd02db-a341-45e1-9506-4590cd8324e6,2023-05-31 20:19:40,30
ae6ac1da-206e-42ab-8fe1-f44b79399f1f,2023-04-05 07:36:19,0
9f1bb602-dc7d-4125-99d7-ae5ebd216112,2023-04-10 00:43:54,44
1a9d9a7e-7989-4e7b-9ff1-dda05c195698,2023-03-20 23:14:08,16
275538f6-6f8f-458f-9b6a-d14c1af3ec94,2023-05-09 06:16:27,33
1ef9422d-623d-452e-9c20-17e15ef8a00e,2023-09-09 03:44:07,32
c994a117-1fe7-4c90-b20d-ebe993c22891,2023-01-31 16:59:23,4
28d625a4-cc95-4f32-8946-d7d0df8db4a0,2023-12-25 03:46:13,2
2886228f-e755-42e6-aaca-39454171c861,2023-06-24 16:19:01,25
a741fdeb-25cd-42f6-bbe1-89edab1069e9,2023-11-25 23:51:19,3
7d3d5546-b722-41ad-bc30-e9f97c7ca53e,2023-05-25 02:41:34,37
89849918-0f00-4792-9988-4f9e60a82c76,2023-02-05 21:49:36,25
80bcbd20-ed57-4c8f-aa15-ffa56fb7f85e,2023-07-28 00:29:06,36
af0f614d-496e-4256-aab6-d65218fc2ea0,2023-10-09 09:37:08,7
3bcebf98-1ecb-4eaf-a09d-3deef794501b,2023-11-19 02:37:36,7
59b685bf-a197-4a6c-bccb-fbf4114ba24c,2023-03-15 23:25:02,22
dad4c52a-3ccc-4ec3-abe8-36bc3a55ed1f,2023-01-21 00:21:22,0
fd9e9458-b84b-4598-94e9-bc5eefee0ba1,2023-04-15 06:14:36,25
4c547b68-df14-47dd-a279-d27c01efcfeb,2023-05-27 11:27:37,36
e7f9ca4e-0300-40c1-a336-4372ad0f1496,2023-09-19 15:04:38,10
9f8ed6ba-c003-46df-8eaa-79cbb2552e5d,2023-08-23 22:43:26,28
f4d2a038-9634-4be3-b9bc-4dd30fe96826,2023-08-23 03:38:26,3
e5081339-62ae-4ac2-be4c-5d1ccce9b7a6,2023-01-16 08:36:35,7
24667fa9-7bd5-43a5-88e2-cf2051221ad3,2023-12-06 06:43:58,73
0daa3e48-4318-48d1-a4a6-6b87d0781f92,2023-01-29 06:23:56,85
b8a66df8-0d2b-47cc-b631-0c360e903353,2023-03-15 01:48:32,14
9347eb75-2aed-4559-a1f1-b16e5de05009,2023-11-09 11:53:14,54
474e6d63-e527-46c5-885c-803165879da9,2023-10-23 19:31:30,14
4c13cf51-b23f-404c-986e-18494815623e,2023-08-17 04:40:36,6
4521d9fa-545f-4a1f-96cc-b3fc8fac2e47,2023-10-09 07:00:50,6
a0bfbb2f-7ccb-4322-95e0-08d14f5d58c9,2023-09-18 18:22:20,53
84b88666-39c7-4ab6-9afe-88ba6bcadfbd,2023-08-06 00:51:50,3
4ad76c5e-164c-4fb6-aa02-5bcf52b72228,2023-03-26 06:44:26,17
693722bc-48a9-4e68-9bdf-ad4283026cd9,2023-07-06 04:16:40,16
2c2bdf7a-1c87-4181-8031-ac2b55ec13f0,2023-03-23 02:59:14,26
506c439d-2bfc-4107-ae45-9805469b89dd,2023-12-04 16:05:01,13
1718d0a2-08c1-495d-8238-a8672f57c52e,2023-12-19 06:09:31,6
316b100d-6307-4a64-b06b-80858bdc2550,2023-05-10 07:27:08,3
f553eb29-03ab-4373-9cee-968c13776f41,2023-04-28 17:55:01,19
e6d80115-4636-4b4e-b4a3-71eaf5097fdf,2023-12-20 00:26:22,25
