timestamp,metric,value
2023-08-12 21:57:46,login_failures,102.92021219551454
2023-05-20 00:27:37,login_failures,91.4370933801439
2023-09-19 22:43:34,revenue_drop,71.33919190764291
2023-06-28 03:35:08,revenue_drop,143.83276510109974
2023-09-30 20:14:40,revenue_drop,76.36866841795175
2023-09-16 08:30:29,usage_spike,104.40258374975552
2023-06-15 20:37:38,login_failures,65.1859878723933
2023-12-09 20:30:58,revenue_drop,92.01858921513814
2023-02-10 10:18:16,usage_spike,108.43937642866915
2023-03-06 18:46:31,revenue_drop,83.50532040995274
2023-11-04 18:16:38,login_failures,111.7360370147131
2023-03-12 01:25:03,usage_spike,94.61917816223836
2023-08-02 14:02:58,revenue_drop,123.20165024797227
2023-06-05 22:47:02,revenue_drop,127.23521826680447
2023-07-16 00:04:39,usage_spike,88.26510478539977
2023-05-12 01:50:52,usage_spike,101.53465718785914
2023-09-13 08:38:28,usage_spike,103.66908452944466
2023-03-03 10:18:41,usage_spike,112.38698590869397
2023-07-27 08:18:47,usage_spike,100.28763992488531
2023-08-21 23:37:11,revenue_drop,103.80421918685684
2023-06-22 01:10:21,usage_spike,95.1318705040976
2023-12-29 13:02:12,usage_spike,102.30479733944037
2023-05-17 19:53:54,login_failures,125.95880387070265
2023-12-17 11:46:10,revenue_drop,112.92166482423708
2023-05-03 09:27:26,login_failures,114.02511278886738
2023-08-02 15:07:46,revenue_drop,114.46140648271157
2023-05-07 01:59:44,revenue_drop,96.92382444237928
2023-11-25 02:36:36,revenue_drop,106.3765408715906
2023-05-25 08:40:37,usage_spike,78.29652643328511
2023-06-10 03:19:04,login_failures,125.37615312633915
2023-10-24 18:42:52,revenue_drop,44.34079135313559
2023-09-03 22:13:56,revenue_drop,98.25703215329149
2023-06-17 05:22:18,revenue_drop,122.81791954300549
2023-11-17 20:19:20,login_failures,72.72264132741317
2023-10-09 21:34:37,revenue_drop,107.99559835233703
2023-05-06 14:46:51,login_failures,86.38467106841946
2023-08-25 06:49:25,login_failures,92.62393469622262
2023-04-04 11:41:48,usage_spike,118.91881921278875
2023-08-07 16:53:20,revenue_drop,103.961138517703
2023-07-31 21:36:18,revenue_drop,59.31288264231274
2023-03-25 01:57:17,login_failures,80.47148920536803
2023-05-26 15:50:28,login_failures,119.5067146977752
2023-10-25 08:55:04,usage_spike,108.97885436385995
2023-08-02 16:35:47,revenue_drop,134.9627114504857
2023-12-26 16:18:53,login_failures,133.65295188026596
2023-10-17 03:58:23,revenue_drop,93.15509739706417
2023-04-09 16:16:56,revenue_drop,150.06475610138978
2023-05-20 19:31:22,revenue_drop,100.48959339703822
2023-06-25 16:42:21,login_failures,80.74662931181949
2023-06-23 19:00:01,revenue_drop,87.32720268178845
2023-06-04 05:09:08,login_failures,54.86549789421162
2023-01-01 01:49:24,usage_spike,132.14038016498563
2023-10-10 01:43:49,usage_spike,131.89523978087726
2023-01-14 11:04:53,login_failures,79.68985122373358
2023-04-21 11:33:57,revenue_drop,95.44231423236188
2023-08-20 08:54:43,usage_spike,101.91215088225155
2023-01-07 07:56:59,usage_spike,80.79293895715773
2023-07-21 00:28:08,login_failures,64.89795937457677
2023-02-22 11:05:24,login_failures,95.79284792446177
2023-12-12 18:25:34,login_failures,93.57841141081506
2023-04-28 05:22:05,login_failures,92.2317751802245
2023-01-03 13:13:33,login_failures,104.4543212520193
2023-04-27 15:18:55,login_failures,128.59039317051983
2023-03-28 04:08:02,login_failures,93.93814560616548
2023-03-25 10:17:37,revenue_drop,103.40885997442726
2023-11-29 07:53:32,revenue_drop,114.53741047489872
2023-05-03 07:07:27,revenue_drop,111.08285853025498
2023-01-09 10:16:17,revenue_drop,87.71152951104315
2023-10-27 15:06:58,usage_spike,101.92754246228071
2023-11-16 05:02:07,revenue_drop,110.95079640338106
2023-09-25 20:38:55,usage_spike,77.43297324978445
2023-11-16 08:44:26,usage_spike,125.27078021593016
2023-04-18 04:06:24,usage_spike,128.63177810428223
2023-12-23 22:44:43,login_failures,85.54439489111013
2023-08-04 00:30:52,usage_spike,103.87340036696338
2023-07-18 13:23:44,usage_spike,112.84556513342064
2023-08-05 01:18:25,usage_spike,89.08771687342495
2023-08-10 15:00:47,login_failures,109.63227691376188
2023-12-26 14:13:21,revenue_drop,103.2651125258433
2023-08-10 23:48:30,revenue_drop,70.64163644722399
2023-03-02 02:02:46,usage_spike,109.18322631957116
2023-02-06 14:49:11,usage_spike,77.99715167457929
2023-01-15 15:43:40,revenue_drop,118.78405703324094
2023-06-28 18:57:27,revenue_drop,86.57577849732222
2023-05-19 02:57:06,revenue_drop,96.7742913267771
2023-03-02 15:01:25,revenue_drop,127.4455782689315
2023-02-23 18:03:28,usage_spike,109.9276329305769
2023-04-13 21:52:07,usage_spike,78.4105216085091
2023-05-23 13:27:37,usage_spike,79.70166858401832
2023-12-12 11:54:33,revenue_drop,88.01394422752549
2023-08-15 02:05:04,login_failures,107.89288166713332
2023-04-08 00:50:06,revenue_drop,107.16599629865536
2023-04-01 11:39:46,revenue_drop,83.13795390674261
2023-04-10 12:21:56,login_failures,76.65581028771282
2023-11-11 23:45:35,login_failures,105.63166810171668
2023-04-27 15:01:17,revenue_drop,96.36279868419676
2023-02-05 16:37:04,login_failures,143.14431774895473
2023-08-10 13:19:32,login_failures,100.73207313126157
2023-06-05 06:23:23,login_failures,136.2850565540055
2023-08-10 00:04:10,revenue_drop,76.5923280379132
2023-12-23 11:16:42,revenue_drop,68.53574120876586
2023-03-26 10:39:44,login_failures,77.59829734948931
2023-10-13 03:51:17,usage_spike,123.78259562906933
2023-01-30 23:34:14,login_failures,135.1220317938707
2023-10-09 00:15:33,login_failures,84.35641092094733
2023-05-07 02:20:57,revenue_drop,90.78867940480885
2023-11-04 22:24:09,usage_spike,76.62038179575
2023-07-07 09:32:06,login_failures,63.76720305763226
2023-03-09 03:34:04,usage_spike,114.36823395553259
2023-07-09 15:03:57,revenue_drop,104.46040605924327
2023-11-17 16:07:50,usage_spike,100.2097596534775
2023-12-16 03:30:42,revenue_drop,71.9988692567324
2023-09-25 19:29:31,login_failures,132.7991336365732
2023-09-30 23:01:01,revenue_drop,89.93286523901054
2023-08-12 18:52:32,usage_spike,110.67252849632952
2023-11-15 06:26:09,usage_spike,70.9087718951055
2023-12-19 11:57:49,usage_spike,96.18949620759925
2023-02-07 00:51:26,login_failures,105.82748912477167
2023-08-20 03:57:24,usage_spike,106.54150436106615
2023-09-07 10:14:49,usage_spike,103.09297086473251
2023-04-27 15:52:05,usage_spike,109.89044984097545
2023-01-15 12:19:42,revenue_drop,77.38959087934077
2023-10-11 19:27:01,usage_spike,103.9474521087932
2023-11-10 22:17:08,revenue_drop,102.27515366960554
2023-08-12 19:21:12,usage_spike,104.63345368390122
2023-05-29 04:16:03,revenue_drop,101.44690434638363
2023-01-31 11:27:44,revenue_drop,74.53574452173206
2023-10-30 23:15:47,login_failures,73.64400495782053
2023-01-22 17:14:14,login_failures,55.71463628230897
2023-12-25 00:27:54,revenue_drop,116.35069019690596
2023-10-27 09:19:22,revenue_drop,116.55315019470397
2023-05-10 20:44:14,login_failures,116.8710058244424
2023-05-16 02:56:40,revenue_drop,106.13579924922904
2023-12-08 16:15:37,login_failures,57.33761564563778
2023-11-14 08:18:45,login_failures,79.46579016429467
2023-06-18 16:00:37,usage_spike,103.40830835186225
2023-06-11 18:15:49,usage_spike,102.7103600558359
2023-12-28 06:31:18,login_failures,95.54503573695958
2023-12-04 00:46:19,login_failures,107.37834405816494
2023-02-16 19:31:08,revenue_drop,100.2330341537049
2023-12-04 18:59:52,login_failures,102.41540931102723
2023-10-27 04:33:20,login_failures,87.21869334335967
