user_id,segment
d8ec7459-7168-45a1-a795-e738cef4d690,inactive
7d3d5546-b722-41ad-bc30-e9f97c7ca53e,power_user
fc8d083b-c847-41b3-badc-b484f522ff10,power_user
277d3319-0943-4ba7-a040-4e96b55362ee,inactive
54bf8328-6f2c-47b8-a35d-594f4922f0af,power_user
803aaa06-0d3e-4388-9e71-f99b6270d8ef,inactive
9f1bb602-dc7d-4125-99d7-ae5ebd216112,casual
dd55bcad-f6d9-4e0e-863f-c3a04beb6ade,inactive
474e6d63-e527-46c5-885c-803165879da9,casual
1d2fccdc-9745-42c6-bf0e-51c55dfdfb5f,casual
b84d2a9d-ff8e-43e4-be4c-a6d4f22ae732,power_user
67495263-d0be-419c-b31b-5b93a01610ab,inactive
e5081339-62ae-4ac2-be4c-5d1ccce9b7a6,power_user
75951024-381a-4b88-82fc-d8b00286da62,casual
5970e80c-3069-430e-8bcc-f0117083a94b,casual
1449076b-7d97-4a50-886c-2c3add7b49f7,power_user
5069bc43-c4da-47a8-a2bd-3d3fbc2c4758,casual
1de434ac-9520-44c2-8646-07f7591691da,power_user
890654c5-9842-48ff-891a-00dcfeec3434,inactive
5eee0dd4-0561-4292-81ba-b9bd9fe743d8,casual
b74fd875-d3df-4825-8e79-d4a1c0b1aff6,casual
6784ae35-3b13-46b4-9cde-63b09821b4b9,casual
af0f614d-496e-4256-aab6-d65218fc2ea0,casual
1c548eb1-cbf4-4aca-9393-bb8c9a237c1b,casual
a2ddb9fa-a1fc-4690-8087-dced6dd99aba,inactive
84eae8b8-a085-4683-a4d3-f43c0ff4bb12,power_user
8b5b8767-8c9a-424b-b95d-1f12350de005,power_user
41e5fffa-d76e-4ea9-8656-6fb44610300e,casual
d737db63-81a6-4612-9ac7-24b55150bf10,casual
8d764041-d494-4823-8bff-e3c40192f492,casual
9fd8cde4-52f4-4b66-9998-7237173010c9,casual
78058193-0c6d-4a8b-944d-a58dab239920,inactive
3c3268f1-6d2c-4d7b-bf42-301fac525a85,power_user
9f868448-40b4-4a24-a96d-a0296e132167,casual
848c3626-6d8b-4591-b8fd-0ed9537bface,casual
733cda32-0bc9-4e42-b56d-71cb88463a5f,casual
3d451e08-65af-4b2a-acbf-dc417af8d05d,inactive
9f8ed6ba-c003-46df-8eaa-79cbb2552e5d,casual
3188d4c0-949d-4bcd-aabd-f51f565abcf9,inactive
784d8bc2-4dca-491c-89c2-e45c1b85a818,casual
1d33aa23-621c-431a-9f2a-04f6edc952f1,power_user
e73effce-2f59-4547-b315-acd480b7f7dc,power_user
1d08da00-f32e-4468-8e8f-6f8d1981d7c9,casual
a901f1df-a846-443a-aaa7-6fa4fa5e59b8,casual
4574168c-af83-4ff9-952b-10ebccc8e6e1,power_user
b4e25a13-fb4a-46f6-86b4-b9ea0cc96835,casual
fd9d1182-05cd-4ef1-83cb-2289156188ca,casual
42a681b5-05a7-415b-92ca-89758b28aa45,power_user
ddeb9bc5-f937-46f0-b251-29960d7d9908,casual
e726d833-c248-4bdd-af1c-0e01d41d3789,inactive
b2501e25-3271-4be7-b66c-71aadffc946c,casual
985a55af-ac71-4a50-b58a-206eac5d6f30,inactive
7acebde4-8221-4275-a514-5fe088c66a00,casual
750ba352-3cfc-470c-852e-3be25da96f37,casual
868baaf0-59af-4be0-9ef0-af46202d0135,casual
e6d80115-4636-4b4e-b4a3-71eaf5097fdf,casual
aba5e7ba-003a-4819-a3b9-ea57b7c3781a,casual
96e3bdda-1e66-4500-a0c2-e14e3560e45d,casual
2b5db3a2-cade-4b97-81bf-e72bc682a13f,casual
544fd310-ef2e-4711-9fbc-cf45e61e7b90,power_user
64074ed3-6b22-41a5-b787-2151cbb7c38c,inactive
f29e93e9-b1f4-4e16-96cd-5df7303c73c7,casual
e307e298-4f93-4fdd-bd8c-62c1335a757a,casual
ab6f00ed-ffe6-4130-8896-6e211e78611d,casual
ae38f64d-c634-49bc-9dad-aa9607f0cb22,inactive
a47b73d9-5b1c-4cae-97a2-b714c45c80b1,casual
c9997fd4-ece2-437e-9308-d29ef334889a,casual
3d653908-051e-4a24-9e1c-d2097d8dd153,inactive
2886228f-e755-42e6-aaca-39454171c861,inactive
eb4cbb51-1732-4e40-b2b4-3eb79a4eed4f,power_user
32cbfa6e-8533-4f35-95ed-f2fcbb33dc07,power_user
8df43997-24bb-4232-8fe9-aaa916cb7b09,inactive
80bcbd20-ed57-4c8f-aa15-ffa56fb7f85e,inactive
9698a7d2-cbd5-4101-bdb8-ee5fbd40942f,casual
2759c888-fbc7-4bd5-aae2-466a9b6371f3,casual
37c2c53b-57b5-4741-a58c-f9ec549437f8,casual
d7703b87-7b32-44b2-a5b2-332485e7623d,casual
8ff8941b-3367-4ac4-acf2-eec864db1f0a,casual
c325f669-5655-4a9b-8219-9fe784f72809,power_user
538ecfdd-4c11-41cc-b057-51bac45e2e1b,inactive
44913d68-0203-49f8-8e93-f23c395a8104,inactive
89849918-0f00-4792-9988-4f9e60a82c76,casual
179cc048-d50a-470c-aee7-e14278b50d32,casual
0c73522f-b29e-440e-ac4b-6fac8a60b8ae,power_user
f420a1fc-af64-4652-8c0a-68a7648efb32,casual
0b20be9c-9797-43c7-bc27-6406de85c3b7,casual
d29a36d1-6e7d-425e-9e99-c0e06d02965c,casual
84b88666-39c7-4ab6-9afe-88ba6bcadfbd,casual
76e19f03-e3c3-4ac1-87e7-70a19d673fc0,casual
3a4fd149-28ea-4316-a3b8-a88793bc92dc,inactive
fe2a4539-f06d-44ee-aa8f-9cf0740fdfa2,power_user
154a90ae-b5a3-4cf0-814e-cca6c7292596,casual
7df5fe26-280c-4d07-ab91-11f2e153893f,inactive
c376db46-9a8e-4de9-bf22-1209462b5cca,casual
0b1481b2-86ab-490e-a29d-d572196b8e9f,casual
1df8c078-2cd9-45fd-b27f-dfe315c4879d,casual
5148983f-a178-409d-9ab9-97e38e3b716b,inactive
5a2665f5-0cb6-4a9d-ac9c-9cdc68b91ada,power_user
0d363580-c2f7-4122-89a3-1739d5e0e889,casual
3e47c2a1-e169-460b-b641-b42c9fac410f,power_user
2259288c-42ae-4fc0-af35-0c5ebbb9e587,power_user
d747f230-5b16-4266-9b43-884e2cfd3792,casual
76014403-81fd-40bd-b3a1-1eea26178e21,power_user
af90e486-f1db-4696-83d6-3784bde095d4,inactive
798b9c62-4ccc-4166-bd3b-43c5bb650e15,inactive
83723164-b7e4-484b-b0d4-9f16bb135880,casual
621c1b27-77f5-428c-9247-e238a7a04533,casual
4f2b5a12-8cdb-4148-a1eb-80e2ff2d6c63,casual
be6871d9-2ded-4227-9ff7-4ed85ce3add2,inactive
2e64e428-86e4-46f5-97b8-6814ce651017,casual
df07d97f-444c-4ea2-a3f6-660e7d2f75d5,power_user
96108242-5958-4bfa-9d54-0a3ee0305a6a,inactive
08e68d94-fd72-4fef-9835-f91c9ad4ccaf,inactive
17723741-7c8d-42eb-8655-ffc92c8cb624,casual
b9d6d727-400f-4ed6-91e1-5ca71be066f0,inactive
659ab890-a915-4671-b791-8fa7c130c704,inactive
4c5e428f-7a56-41e9-9516-79ea60df65a9,casual
ebb109b0-1ba3-4bab-bd43-af5bb0efb485,casual
3dac2576-8a81-4874-bea2-e4fc5a09fc45,inactive
ed1a2371-a4f0-4e07-a2ea-e5cd0d44a6f0,casual
b12ae920-a911-459d-a857-81d3249f5906,casual
baf20257-80e5-4880-90eb-e17447919dcf,power_user
1c5900ea-4ff8-483b-b934-1bdf88bb8f76,inactive
c994a117-1fe7-4c90-b20d-ebe993c22891,inactive
90bdd6c9-fc02-4c23-93ae-2f5d3fdad2ff,power_user
054f37e9-9e4a-4cb7-8a9f-ac5a88ecfa04,inactive
85a47f64-b65f-4ef7-87eb-864548c6e238,inactive
3bcebf98-1ecb-4eaf-a09d-3deef794501b,inactive
a4e81622-5c95-4a0a-96c1-47bf6c39b389,power_user
cb1303b9-c42a-4465-b7a3-6c4c276bb82d,casual
f9fba80d-9b84-44f5-ad1e-4e1d61bdd7a5,casual
f570da4b-e9ae-4b61-83a5-de15bf32cdc2,casual
2ed7dbaa-f401-47ee-acae-0a97e61e9358,casual
ae9c43ac-a518-4893-b9f1-749fcbf58979,inactive
0daa3e48-4318-48d1-a4a6-6b87d0781f92,casual
f7d7e1cc-a2c7-40d1-9852-d38fea6aa362,inactive
64eaead4-2682-4904-8089-4545d3ee9b0c,power_user
094a94b3-747b-4c76-841e-0a0cc33a611e,casual
e3fb7d75-6396-47f7-b9a6-a1ce1c569f75,power_user
6a40be6a-df15-4e3f-a763-d9be76b3f369,casual
099015b2-6236-44dc-8165-5ba8c119dd82,casual
3e58c9a2-e734-4373-b163-26c0f411a8da,inactive
00918c67-3619-41fd-9908-fde214a5b274,casual
f7c0e15c-fbf4-4d6d-ab55-3cef1537cdd5,casual
e2425c82-00fb-4a7b-ab55-091898fbee0e,casual
828c2e14-8556-4409-bf33-13947ff3677c,power_user
e94018cf-47b4-4f32-b376-a31f45e2d43b,power_user
1ff248ac-0409-4594-9717-cb68aeba6803,casual
9ac3fb9b-b886-43a2-96ee-55ae48030b4d,casual
b46e880c-5c0d-4321-a63f-03c4b0f6d84f,inactive
ae7b5cdb-0f5a-44f6-8acb-1de604d82a17,casual
2f9cc123-bacd-4bf9-8e8c-e42bb9cc2603,inactive
a05f1a94-d49f-4614-b7cc-ddc8be257fcb,casual
a1e535aa-fbc5-4c5f-abac-06c1cde9bbae,inactive
04f544c4-d4cc-42ac-8bca-3246f60028e3,casual
64867345-e06a-4d45-aaca-64b68c249397,casual
4c079df3-57db-4cd2-bd89-db67fa7dc8be,casual
a1eaedce-d22d-498f-b1a0-c271ed131582,inactive
03c96f66-8d9b-47e7-a6e2-2ef6253543b5,casual
d96675ab-db1d-422b-850f-cf497df8d382,casual
80433a9c-63e9-4afc-92ce-2d524758f834,casual
f292b3db-be21-41a0-97f7-5982ecee4853,casual
1718d0a2-08c1-495d-8238-a8672f57c52e,casual
5840e05a-aabb-493c-85bb-3a0d66ed148f,power_user
505ffa72-2058-46ce-b1d8-dfd6cf62ea79,casual
620405eb-184c-4f13-8cdb-09a541505fba,casual
d019e439-140b-4713-b220-bc3e02633a4b,power_user
e010113f-c25c-4a05-ac81-228382ea845e,casual
2e774166-e972-4d6b-8c22-703ee87d431f,power_user
95310f2d-b978-449b-839a-9f7052aea042,inactive
5f75d99f-ab88-4d5c-bf73-494d821f5f38,casual
48bd74cb-f5f9-4933-896b-2991ef5ba0e4,inactive
8581fa9e-6a5e-4a77-8717-0dd78bcd4acf,casual
c35a636f-0321-49ad-8f90-d823fb74ddec,inactive
96dd02db-a341-45e1-9506-4590cd8324e6,casual
332f5f13-80cb-4d31-92b3-a0be48527023,casual
50f44e56-8c68-4d65-860e-aa965d1e9559,casual
ad8d5dbd-5800-419a-a4fd-383b7c6347ab,inactive
8ba48fa4-6ede-408e-8223-04345f49a5c7,casual
43eeb8d6-d746-4664-b21f-b048cfcc5aad,casual
ff3b2434-8059-469c-8916-0b870012fd06,power_user
811a2d89-4f0f-4d24-bc8c-cb7d28ccddfd,casual
c37e69ec-d636-4ade-a5b3-1872d1357e3f,casual
73970ca5-2da9-4330-8466-f64bda620924,power_user
9df8db01-5cf9-484a-b968-bf1665b97ec9,casual
aa1f6557-a0d5-46c2-8107-fc5d6b90af85,casual
8167f831-1567-4337-9059-d63a900a6b49,inactive
a9fc677f-1997-4cc6-8296-9d01d982a13b,power_user
2ad4271c-f3fe-4b37-b400-551c7d34a9ac,casual
1d56e79e-607a-4d2d-9d5a-76bd63310aef,inactive
58fbd995-7606-4323-b665-fcff5f23416c,casual
1700dcca-8bc5-45fe-8d5e-7e5a4fb6f6ad,casual
26f89caa-fb80-4ebd-915b-4fe2036d82ac,inactive
7256902f-e266-4f02-999d-86d149eeb3e0,casual
7595ebf8-1521-41bb-93d5-002369833d2c,casual
5347e9bc-1d04-4d56-bb95-6fdfddac1c36,inactive
ab7369d6-69a2-45e3-bbae-62bdd08c191b,inactive
f202bcb7-f1a9-4d31-942e-cdcbf1dc4ab9,casual
09f1e5d6-5bf3-4253-82d5-311bd5b9d4af,power_user
a0685c7c-333e-4251-85aa-f64e0cde450d,casual
f430d073-d731-43b1-9834-073df98b9276,power_user
e8e82a56-48fc-4777-bc61-06dcce57726f,power_user
c75622be-6dc6-4d48-9acd-18fe99cae62f,casual
08b40d6e-e9db-498e-a553-bc759bf2aa39,inactive
a5225875-b279-4c6c-905b-79a3c69fec8b,inactive
47b7373c-17e5-40bf-bc56-875fe624aa2b,casual
56e7f9f7-4c54-496c-84ef-6c38de66df0c,casual
91d1111e-8ea4-4028-bbf0-2561bef02344,power_user
ea230705-ee60-4082-8f03-8552d7bf7a2b,casual
3daa94c9-bc22-4f83-9072-616d30749c5b,power_user
a00e092c-8ae2-40a5-923c-be7a7991d393,inactive
5feabd62-307b-454e-acc6-5f4e16ace424,power_user
9ad86263-b936-4140-a58c-b8d2f0ba5984,inactive
c2c0b3cd-92c3-4fdd-a2ce-91dfec39230d,casual
58a2b405-9521-49ff-afa6-2bbfdb0a850d,casual
20df2c0f-c07a-402e-8ebf-fd0ada25fbd9,power_user
89b771c5-407a-4881-bfd4-09c585098d4a,casual
c8456e54-d984-4bdc-a037-ece986a52dbe,inactive
f1bdbec3-d67d-4153-9363-befaf5e9a5a0,inactive
faa3dbda-ebcb-4916-9151-5daeccda32be,casual
35b80c69-af2f-4238-b5d6-f7c5425f4d75,casual
dac13160-1acc-42ca-8d49-364de2c5142c,casual
24522dd0-bcf3-499a-9231-655928951aaf,inactive
531454d9-7b3c-4998-8ab8-7efce9ea6961,inactive
316b100d-6307-4a64-b06b-80858bdc2550,casual
d75eeb18-cfd3-47fd-8e6b-941f38a7bde2,casual
73fa36e8-d46c-4f66-91cc-edab8c42c674,casual
58162fd7-7037-49fb-89ee-68cd63635f67,casual
a5616032-17aa-4fde-be4a-f91ed08f448c,power_user
7e6a2298-0cc2-49a6-b1d6-3a1d38fcfba5,casual
b25f1da0-108f-4910-9493-cd20efff5adb,inactive
c104b17c-07ff-4531-b20d-065f63ef60e1,casual
1035f33e-2dc0-41d2-a40c-4d8f250f0847,power_user
31e7405f-bdff-4123-9309-8b99d14e6cbd,inactive
c2a9423b-4b65-458f-95fc-626c74572bf0,casual
03c87830-8f20-4d73-b5e3-648ef6dc4642,casual
10c8a32b-ca0e-49ba-830f-8560fb9da3f6,casual
2d504b9c-fb97-4783-a12e-4d307dedab21,casual
18702484-826a-4358-b505-68b0f93f06f6,casual
ffe09144-bc0e-44f2-8ac1-3133238bcdc4,casual
2e39e0c7-8deb-4190-b7c6-814e02f8225e,inactive
a575d221-0503-482f-a78b-a53c6de71fcf,casual
9dc517f1-2f98-42cf-9d49-bccf493d1328,inactive
94992942-cee5-45e2-b3c8-aa0e2b69b3cd,power_user
81f90ddd-f7fc-46e0-ba11-d0f8ae3bc50d,inactive
90a1193f-b995-4d53-a665-d14800c3028e,casual
a5742f30-ac0e-4747-900b-e8b0b8a3f4e7,casual
ec95113f-aaa6-4d85-a511-8c4fb57bcf6b,casual
693722bc-48a9-4e68-9bdf-ad4283026cd9,casual
a14ca828-15cd-4f96-9639-6e905dc4afb3,power_user
4c547b68-df14-47dd-a279-d27c01efcfeb,inactive
bd1e19f5-ec38-4ab5-9667-3a50a5efefe0,power_user
15e2e6eb-2471-4eae-a8ae-de81d2ef4b54,power_user
f32e1d29-3044-4ba1-80b2-6390336f7372,casual
1a9d9a7e-7989-4e7b-9ff1-dda05c195698,inactive
86f4bdf1-a3ee-428d-939a-f14fc7da577d,power_user
2c2bdf7a-1c87-4181-8031-ac2b55ec13f0,inactive
5485e3a3-4a6e-490e-bfc4-02a5d1396408,inactive
8c54d0f7-6094-43f8-a383-dc17063f3528,casual
f74e39c2-da26-4fbb-889a-4ec0989adac3,casual
a44d4e1d-f92f-4fb9-920d-bff3d2f27b2e,inactive
2c3dac39-04fd-40c6-9166-bb8b440bb489,casual
1344138d-2757-4188-a888-26ca30a2e6c5,casual
715afdda-594d-4fa8-9018-dbf78c6bbd62,inactive
50c30272-f80e-463e-8d41-c1eb1c416bcf,inactive
5b4a37ae-d5a2-4eb6-bc76-763da2e7312c,inactive
9347eb75-2aed-4559-a1f1-b16e5de05009,casual
bd511c53-583e-4135-adf0-fe85c465d75e,casual
b8b2d955-3938-4442-b3be-082345583013,casual
e7fa7080-3c02-4dc2-b4a4-3d3e86adf01a,casual
cc124366-a8a4-42c2-9897-11805d605d21,casual
a34d6331-5b17-40a1-96f4-a7fb86d2add8,casual
0ff7d768-4812-4feb-813d-e02948f32839,casual
b9842684-8f74-498f-b6da-705f6b6ce5f2,inactive
55eab6ab-3ed6-4c87-81f8-fdf22e1fb826,inactive
832f901f-4acf-42dc-9707-38342ed2f803,inactive
143fffa3-5104-4253-9a96-a71c7f1590c4,power_user
f81703d5-ae90-46e6-bbcf-240c52f703fc,power_user
bb2576b0-4634-4eb4-ac88-fb2ec274c396,inactive
66c73309-c8c5-4c24-91cb-214691007aff,casual
c6cda06e-1b29-4474-9dc2-3c451a132709,casual
bb53be3c-9d32-4077-a79e-2e996e194a82,power_user
7690112d-6abf-4c99-9654-a411278be614,casual
152a9883-4d91-4509-8b57-3456a6a16c69,casual
e7f9ca4e-0300-40c1-a336-4372ad0f1496,inactive
5dcf054f-23c7-453d-b499-541fa762a3ad,inactive
3ec1ec13-7a53-43d3-94e2-ea02015819d3,casual
ff34860a-b043-430f-819a-98788ac2b1eb,casual
1b6ce4c0-cb09-4616-bab9-7d3e1cc0b63e,inactive
944a7134-95d0-487c-9f08-797d734932c8,casual
ddc5dfaa-98e8-438a-b0c8-a84583657760,casual
ee83d835-2eb4-42a2-85b1-134b58da1780,inactive
ab5cab34-0332-478a-b124-1f52953eaa8e,inactive
060e91a4-c23f-4b41-aab2-499bac5edc08,inactive
a1c31dc8-9e53-42b5-a6fb-42c02bb4f39e,casual
a284bf34-8fa3-4cfe-a613-02bcc793e0a2,casual
a0bfbb2f-7ccb-4322-95e0-08d14f5d58c9,inactive
82e8a5c2-4801-4c2a-b3b5-5c9aafc6a794,power_user
a05366df-065d-4d3c-ae63-e25dce942894,inactive
c0352b55-ae91-4504-be29-3f50aa933d82,power_user
778511b6-bfa7-489a-a3c7-e6a1b8c4ef84,inactive
be075704-ca82-4e18-8116-e50d9413c861,casual
7e64d062-d5aa-4389-a93c-e169155d1909,power_user
00d4110c-9e30-4185-99c9-bed992a5460e,casual
db284f4b-c650-4b80-94a7-58f8801d12f6,casual
a3b62fb1-6c7a-49c6-baa4-ea7e13f6aa26,casual
d9dfa0c5-5e03-4ebb-bbc7-93dd4d807957,casual
2ed1040b-c62a-4108-86be-827945d70ca4,inactive
28e3fe87-d00e-4275-b3d0-a3df5ed43987,casual
96b2f304-9d22-4fe7-817e-d52979f4fd8f,casual
614d4c28-6cbd-4559-819b-5464a49ff35d,power_user
e1ea0331-f175-4db6-b65c-e0ede7b283be,inactive
f6ba630a-db9b-4043-8c28-043ea17088d6,power_user
9d8e2de6-7bba-4ff3-b318-6e6eab9dbc87,casual
8a8d1596-c4fa-482e-b078-4cf3671fc94d,inactive
6883c1df-fc6e-4b1e-9f29-7f44f172cbfb,casual
6facd109-0238-4b6b-add3-4909fad3e685,casual
c95761b1-f1b4-43c8-9a4c-548b0106d46b,casual
66379da6-b1a5-48a3-9ab7-bb81f10a1324,inactive
4a2bcc80-ec3a-4c00-a7a8-d646970405c3,casual
e50b156c-2e48-49b3-bf82-dedb4f34bfb6,inactive
a8888c77-6a9e-4bc5-bc74-544ac311d401,inactive
28d625a4-cc95-4f32-8946-d7d0df8db4a0,casual
d9a1cf92-e7e3-4d62-956a-be4f36a64781,inactive
08fb3602-e86a-4873-8fc4-d1fc79fc38fe,casual
9e4ab51d-5166-4e7c-9a8c-b6e9b36bda61,casual
579854c9-121f-4d0a-b4dd-43b4820ebe43,casual
56c96f6b-0ce6-49d2-aba6-67cf72e18aa2,inactive
ad42a27d-2aa7-4099-96b0-cb36bff24575,casual
20bbbc16-200d-4136-b606-002837d23a7f,casual
a741fdeb-25cd-42f6-bbe1-89edab1069e9,casual
80f4acea-1096-4c92-818b-57a11ec80e39,casual
54244985-b635-491f-b495-a6ec415d03ad,power_user
a0e38981-8388-49f9-8ad6-cadf89cec9df,casual
7ae65739-f659-460a-b085-0fbfa8f185e1,casual
6435c5b5-68bf-469c-b3f1-00f288f54023,casual
4ad76c5e-164c-4fb6-aa02-5bcf52b72228,casual
8eb1443b-1d0b-4aed-bcd3-bcafe938ee73,casual
ded963f4-2a60-40f1-a7c1-1624a3a4e543,inactive
6e215bc8-4b04-42dd-b5e0-7b3982765072,inactive
3705004b-81b9-4aeb-ab8d-3adc4f64c318,casual
679bfb7c-1e13-478f-90ec-9af39258b34e,power_user
e929761b-1fa1-4970-8e2f-78c32abf36c7,inactive
456ac396-faa6-49d0-8894-18ff57c2751c,inactive
db3573e5-29e5-45ec-af21-5027cb15090a,casual
67610666-b326-4668-b678-88f3411afa43,power_user
4195dd41-da4a-4397-9dbb-9d18c43873b0,power_user
1151929f-4e94-442f-bb6c-715d901cce33,power_user
358a6639-1d35-41a7-a5f1-124058ffa6ad,power_user
2f0fda84-725c-4d97-aef5-79498311b3ad,inactive
06da93b7-ae3f-4040-b354-b224f3530921,casual
59b685bf-a197-4a6c-bccb-fbf4114ba24c,casual
44b948ea-70b6-45a3-9c76-810a8e02ca0f,inactive
1661c2c5-f921-45f6-ab2f-8bbe130acb41,inactive
683e549f-6112-47f1-9eeb-a61bdd69cda3,inactive
19b9a896-8a8f-430e-be34-ea05995533bd,inactive
436e2524-05f1-45f4-9bb0-96934e06295b,casual
1ef9422d-623d-452e-9c20-17e15ef8a00e,inactive
99d19213-76c8-4f3c-8614-e3de2ba8728f,inactive
a0b6558f-135c-47ea-b2d3-ddb44483b6c6,power_user
88e7820a-1057-4620-85d6-15a4b86f028e,casual
080af770-13c8-405c-8e48-a48b74c24b1e,casual
9b80b9c7-0033-4c80-8846-ed5294d7d775,inactive
3c2a86df-314a-453e-98e5-c532672c0455,casual
05c8d4f9-cd2d-4467-8ed0-d2bbdebeaf0f,casual
bef04ab8-dd42-48f4-855d-8b2c9c874f58,power_user
