user_id,day,sessions,total_duration
user_111,2023-09-27,1,5
user_111,2023-10-01,1,4
user_111,2023-11-20,1,6
user_111,2023-12-13,1,3
user_111,2023-12-21,1,1
user_111,2023-12-28,1,10
user_111,2024-02-18,1,11
user_111,2024-03-07,1,3
user_111,2024-04-06,1,3
user_112,2023-04-28,1,4
user_112,2023-05-05,2,10
user_112,2023-10-10,1,0
user_112,2023-10-19,1,13
user_112,2023-12-30,1,27
user_112,2024-02-29,1,0
user_112,2024-03-30,1,0
user_113,2023-05-01,1,11
user_113,2023-07-14,1,27
user_113,2023-09-20,1,54
user_113,2023-11-03,1,1
user_113,2024-01-15,1,4
user_113,2024-02-22,1,0
user_114,2023-05-03,1,19
user_114,2023-05-27,1,16
user_114,2023-12-20,1,9
user_114,2024-03-16,1,12
user_115,2023-05-15,1,0
user_115,2023-06-01,1,4
user_115,2023-06-08,1,34
user_116,2023-06-01,1,6
user_116,2023-06-03,1,2
user_116,2023-07-30,1,9
user_116,2023-08-31,1,30
user_116,2023-09-08,1,28
user_116,2023-10-04,1,1
user_116,2023-12-19,1,2
user_116,2023-12-23,1,20
user_116,2023-12-31,1,4
user_116,2024-02-29,1,2
user_116,2024-03-14,1,3
user_117,2023-07-08,1,10
user_117,2023-07-20,1,39
user_117,2023-08-01,2,2
user_117,2023-08-21,1,1
user_117,2023-08-30,1,13
user_117,2023-09-21,1,3
user_117,2023-11-08,1,8
user_117,2023-11-18,1,9
user_117,2024-01-23,1,3
user_117,2024-02-07,1,5
user_117,2024-02-26,1,3
user_117,2024-03-22,1,15
user_118,2023-05-14,1,7
user_118,2023-06-21,1,0
user_118,2023-08-06,1,29
user_118,2023-09-13,1,13
user_118,2023-11-18,1,1
user_118,2024-02-20,1,7
user_118,2024-02-21,1,2
user_119,2023-05-28,1,13
user_12,2023-08-03,1,1
user_12,2023-10-20,1,1
user_12,2023-10-21,1,7
user_120,2023-06-10,1,4
user_120,2023-07-21,1,18
user_120,2023-08-27,1,3
user_120,2023-12-12,1,0
user_120,2024-01-04,1,4
user_120,2024-01-10,1,5
user_120,2024-03-21,1,4
user_121,2023-05-09,1,0
user_121,2023-11-13,1,9
user_121,2023-12-03,1,9
user_121,2024-01-05,1,0
user_121,2024-03-09,1,16
user_121,2024-04-03,1,14
user_121,2024-04-09,1,7
user_121,2024-04-16,1,21
user_121,2024-04-23,1,3
user_122,2023-10-23,1,10
user_123,2023-05-07,1,8
user_123,2023-07-17,1,0
user_123,2023-10-11,1,4
user_123,2023-11-13,1,8
user_123,2023-11-20,1,14
user_123,2023-11-28,1,6
user_123,2024-01-21,1,5
user_123,2024-01-22,1,0
user_123,2024-02-26,1,1
user_123,2024-03-18,1,0
user_124,2024-01-22,1,5
user_124,2024-04-13,1,8
user_124,2024-04-23,1,4
user_125,2023-08-03,1,5
user_125,2023-08-15,1,1
user_125,2023-10-09,1,14
user_125,2023-12-03,1,4
user_125,2023-12-21,1,18
user_125,2024-03-03,1,5
user_125,2024-03-26,1,10
user_125,2024-04-16,1,9
user_126,2023-05-03,2,1
user_126,2023-06-16,1,11
user_126,2023-08-18,1,12
user_126,2023-08-24,1,5
user_126,2023-09-03,1,3
user_126,2023-09-18,1,0
user_126,2023-09-21,1,12
user_126,2024-04-20,1,2
user_126,2024-04-26,1,0
user_127,2023-08-17,1,9
user_127,2023-10-08,1,14
user_127,2023-12-02,1,20
user_127,2024-01-13,1,0
user_127,2024-04-27,1,3
user_128,2023-05-30,3,56
user_128,2023-06-14,1,4
user_128,2023-07-23,1,1
user_128,2023-09-08,1,7
user_128,2023-09-12,1,16
user_128,2024-01-24,1,12
user_129,2023-06-15,1,2
user_129,2023-07-09,1,10
user_129,2023-07-24,1,1
user_129,2023-07-31,1,10
user_129,2023-11-07,1,2
user_129,2023-11-30,1,5
user_129,2024-01-01,1,9
user_129,2024-01-09,1,9
user_129,2024-03-25,1,25
user_13,2023-02-07,1,0
user_13,2023-05-03,1,33
user_13,2023-05-09,1,30
user_130,2023-10-26,1,5
user_130,2023-11-12,1,36
user_130,2024-01-12,1,0
user_130,2024-01-25,1,3
user_130,2024-02-23,1,1
user_130,2024-04-09,1,3
user_130,2024-04-26,1,11
user_131,2023-07-01,1,32
user_131,2023-08-05,1,7
user_131,2023-11-09,1,2
user_131,2023-12-01,1,2
user_131,2023-12-12,1,8
user_131,2023-12-13,1,2
user_131,2024-01-26,1,20
user_132,2023-05-25,1,5
user_132,2023-06-30,1,4
user_132,2024-02-17,1,10
user_132,2024-03-25,1,2
user_132,2024-04-06,1,14
user_132,2024-04-07,1,25
user_132,2024-04-27,1,4
user_132,2024-05-03,1,4
user_133,2023-11-30,1,16
user_133,2024-02-10,1,2
user_133,2024-04-01,1,10
user_134,2023-05-12,1,8
user_134,2023-07-19,1,9
user_134,2023-08-05,1,19
user_134,2023-08-23,1,1
user_134,2023-09-23,1,12
user_134,2023-10-08,1,7
user_134,2023-10-21,1,3
user_134,2023-10-28,1,8
user_134,2023-12-05,1,7
user_134,2023-12-19,1,19
user_134,2024-01-26,1,0
user_134,2024-03-04,1,1
user_134,2024-03-21,1,12
user_134,2024-03-26,1,0
user_134,2024-05-01,1,0
user_135,2023-06-16,1,20
user_135,2023-07-20,1,8
user_135,2023-08-07,1,3
user_135,2023-08-18,1,11
user_135,2023-09-14,1,31
user_135,2023-11-12,1,30
user_135,2023-12-06,1,0
user_135,2023-12-18,1,28
user_135,2024-01-08,1,3
user_135,2024-03-01,1,9
user_136,2023-06-10,1,8
user_136,2023-06-11,1,14
user_136,2023-06-28,1,20
user_136,2023-10-09,1,2
user_136,2023-10-15,1,16
user_136,2023-10-19,1,20
user_136,2023-12-02,1,3
user_136,2024-02-04,1,11
user_136,2024-02-14,1,3
user_136,2024-02-17,1,16
user_136,2024-03-18,1,5
user_136,2024-03-23,1,2
user_136,2024-04-04,1,25
user_136,2024-04-15,1,15
user_137,2023-08-01,1,10
user_137,2023-08-27,1,4
user_137,2023-11-10,1,11
user_137,2023-12-17,1,9
user_137,2024-02-09,1,0
user_137,2024-03-12,1,9
user_137,2024-03-16,1,17
user_137,2024-04-18,1,4
user_137,2024-04-21,1,15
user_138,2023-09-11,1,4
user_138,2023-10-07,1,34
user_138,2024-02-10,1,4
user_138,2024-02-14,1,9
user_138,2024-03-20,1,4
user_138,2024-03-28,1,0
user_139,2023-06-12,1,4
user_139,2023-08-17,1,8
user_139,2023-09-15,1,19
user_139,2024-01-21,1,16
user_139,2024-01-25,1,5
user_139,2024-02-09,1,2
user_139,2024-02-13,1,28
user_139,2024-03-07,1,1
user_139,2024-04-22,1,0
user_14,2023-01-14,1,1
user_14,2023-01-29,1,6
user_14,2023-03-10,1,2
user_14,2023-03-15,2,21
user_14,2023-03-30,1,11
user_14,2023-04-02,1,15
user_14,2023-05-02,1,1
user_14,2023-05-27,1,4
user_14,2023-06-22,1,16
user_14,2023-07-06,1,1
user_14,2023-07-10,1,5
user_14,2023-08-28,1,7
user_14,2023-09-11,1,1
user_14,2023-10-01,1,15
user_14,2023-11-13,1,0
user_14,2023-11-15,1,20
user_14,2023-12-04,1,4
user_140,2023-06-12,1,8
user_140,2023-08-24,1,9
user_140,2023-11-04,1,4
user_140,2024-01-17,1,0
user_140,2024-01-21,1,9
user_140,2024-02-01,1,22
user_140,2024-02-21,1,9
user_140,2024-02-24,1,27
user_140,2024-03-17,1,4
user_140,2024-03-22,1,14
user_140,2024-03-27,1,27
user_140,2024-05-03,1,4
user_141,2023-06-28,1,3
user_141,2023-07-01,1,5
user_141,2023-07-10,1,4
user_141,2023-07-31,1,5
user_141,2023-08-14,1,5
user_141,2023-09-01,1,8
user_141,2023-09-15,1,6
user_141,2023-10-09,1,15
user_141,2023-11-03,1,1
user_141,2023-12-26,1,7
user_141,2024-02-03,1,4
user_141,2024-02-22,1,17
user_141,2024-04-19,1,18
user_142,2023-06-12,1,3
user_142,2023-10-21,1,4
user_142,2023-11-18,1,12
user_142,2023-12-11,1,1
user_142,2023-12-15,1,28
user_142,2024-01-31,1,13
user_142,2024-02-20,1,6
user_142,2024-03-10,1,8
user_142,2024-05-08,1,1
user_143,2023-06-08,1,14
user_143,2023-06-10,1,2
user_143,2023-06-13,1,5
user_143,2023-06-17,1,6
user_143,2023-10-06,1,12
user_143,2023-12-02,1,13
user_143,2024-02-20,1,0
user_143,2024-05-04,1,4
user_143,2024-05-07,1,6
user_144,2023-07-21,1,13
user_144,2024-05-04,1,7
user_145,2023-05-21,1,3
user_145,2023-06-17,1,9
user_145,2023-07-30,1,33
user_145,2024-01-15,1,10
user_145,2024-05-03,1,0
user_146,2023-06-07,1,20
user_146,2023-06-09,1,0
user_146,2023-06-26,1,10
user_146,2023-07-19,1,3
user_146,2023-08-09,1,0
user_146,2023-09-02,1,1
user_146,2023-11-11,1,10
user_146,2023-11-15,1,6
user_146,2023-11-26,1,5
user_146,2023-12-10,1,6
user_146,2024-02-01,1,7
user_146,2024-02-02,1,0
user_146,2024-03-02,1,2
user_146,2024-03-28,1,11
user_146,2024-04-24,1,11
user_147,2023-05-24,1,8
user_147,2023-06-06,1,16
user_147,2023-06-07,1,8
user_147,2023-09-04,1,18
user_147,2023-11-05,1,16
user_147,2023-12-10,1,0
user_147,2023-12-22,1,4
user_147,2024-02-21,1,2
user_147,2024-02-26,1,8
user_147,2024-03-18,2,4
user_147,2024-03-23,1,9
user_147,2024-04-11,1,1
user_148,2023-06-05,1,7
user_148,2023-12-19,1,8
user_148,2024-02-08,1,8
user_149,2023-07-06,1,0
user_149,2023-11-29,1,5
user_15,2023-04-21,1,4
user_15,2023-08-12,1,14
user_150,2023-06-04,1,6
user_150,2023-06-25,1,4
user_150,2023-06-27,1,4
user_150,2023-07-09,1,3
user_150,2023-07-18,1,4
user_150,2023-10-14,1,5
user_150,2023-10-30,1,25
user_150,2023-11-24,1,33
user_150,2023-12-31,1,26
user_150,2024-01-27,1,7
user_150,2024-02-08,1,49
user_150,2024-04-04,1,24
user_150,2024-04-20,1,6
user_150,2024-04-22,1,9
user_151,2023-10-02,1,5
user_151,2023-10-20,1,2
user_151,2023-11-14,1,4
user_152,2023-06-01,1,9
user_152,2023-06-11,1,0
user_152,2023-07-28,1,1
user_152,2023-08-17,1,2
user_152,2024-01-01,1,2
user_152,2024-01-12,1,0
user_152,2024-02-09,1,2
user_152,2024-02-14,1,9
user_152,2024-04-24,1,19
user_152,2024-05-12,1,0
user_152,2024-05-17,1,5
user_152,2024-05-22,1,10
user_153,2023-07-14,1,1
user_153,2023-09-15,1,9
user_153,2023-09-17,1,12
user_153,2023-09-18,1,5
user_153,2023-10-17,1,17
user_153,2024-02-19,1,40
user_153,2024-03-27,1,19
user_154,2023-06-27,1,0
user_154,2023-06-28,1,1
user_154,2023-07-04,1,11
user_154,2023-09-19,1,9
user_154,2023-11-20,1,0
user_154,2023-12-07,1,21
user_154,2024-02-02,1,14
user_154,2024-04-08,1,2
user_154,2024-04-20,1,6
user_155,2023-06-06,1,0
user_155,2023-10-26,1,3
user_155,2023-10-28,1,19
user_155,2023-11-18,1,16
user_155,2024-01-28,1,0
user_155,2024-03-16,1,8
user_155,2024-03-19,1,0
user_156,2023-07-20,1,14
user_156,2023-09-24,1,3
user_156,2023-10-10,1,2
user_156,2023-11-11,1,2
user_156,2024-01-27,1,8
user_156,2024-02-08,1,0
user_157,2023-06-10,1,17
user_157,2023-08-25,1,5
user_157,2023-09-18,1,30
user_157,2023-10-29,1,12
user_157,2024-02-24,1,7
user_159,2023-06-11,1,7
user_159,2023-08-18,1,8
user_159,2023-09-26,1,9
user_159,2023-09-28,1,4
user_159,2023-11-22,1,19
user_159,2023-12-19,1,25
user_159,2024-01-21,1,14
user_159,2024-03-08,1,36
user_159,2024-03-09,1,25
user_159,2024-03-13,1,21
user_16,2023-02-18,1,8
user_16,2023-05-18,1,1
user_16,2023-06-09,1,0
user_16,2023-06-10,1,2
user_16,2023-07-13,1,20
user_16,2023-08-09,1,15
user_16,2023-08-12,1,26
user_16,2023-08-19,1,10
user_16,2023-08-25,1,0
user_16,2023-09-06,1,0
user_16,2023-10-21,1,0
user_16,2023-12-25,1,50
user_16,2023-12-29,1,10
user_16,2024-01-07,1,1
user_160,2023-06-17,1,29
user_160,2023-07-26,1,0
user_160,2023-12-06,1,12
user_160,2023-12-10,1,14
user_160,2023-12-12,1,11
user_160,2024-01-01,1,2
user_160,2024-03-16,1,1
user_160,2024-03-29,1,22
user_160,2024-04-13,1,1
user_160,2024-04-19,1,6
user_161,2023-06-21,1,12
user_161,2023-06-25,1,20
user_161,2023-07-20,1,14
user_161,2023-08-23,1,1
user_161,2023-10-21,1,24
user_161,2023-11-29,1,2
user_161,2024-01-26,1,1
user_161,2024-04-14,1,19
user_162,2023-09-27,1,3
user_162,2024-02-16,1,26
user_162,2024-03-13,1,5
user_162,2024-03-15,1,1
user_162,2024-03-21,1,0
user_162,2024-04-13,1,18
user_163,2023-07-27,1,1
user_163,2024-01-30,1,5
user_163,2024-02-01,1,19
user_163,2024-03-20,1,24
user_163,2024-03-31,1,7
user_163,2024-04-06,1,10
user_163,2024-05-09,1,0
user_163,2024-06-05,1,31
user_163,2024-06-06,1,1
user_164,2023-08-10,1,7
user_164,2023-10-31,1,7
user_164,2024-02-18,1,12
user_165,2023-07-01,1,28
user_165,2023-07-25,1,0
user_165,2023-09-02,1,2
user_165,2023-09-05,1,9
user_165,2023-10-08,1,0
user_165,2023-11-27,1,5
user_165,2024-03-14,1,5
user_165,2024-05-15,1,17
user_165,2024-05-27,1,2
user_165,2024-05-31,1,4
user_166,2023-06-24,1,19
user_166,2023-07-06,1,0
user_166,2023-07-29,1,7
user_166,2023-11-06,1,0
user_166,2023-12-15,1,12
user_166,2024-04-09,1,1
user_166,2024-05-06,1,13
user_166,2024-06-05,1,10
user_167,2023-08-03,1,1
user_167,2024-02-11,1,9
user_167,2024-04-30,1,27
user_167,2024-05-27,1,14
user_168,2023-06-18,1,5
user_168,2023-07-12,1,12
user_168,2023-07-30,1,0
user_168,2023-08-12,1,7
user_168,2023-08-13,1,30
user_168,2023-10-22,1,2
user_168,2023-12-22,1,19
user_168,2024-02-20,1,4
user_169,2023-07-04,1,2
user_169,2023-07-19,1,4
user_169,2023-07-21,1,8
user_169,2023-09-13,1,47
user_169,2023-10-08,1,5
user_169,2023-10-21,1,5
user_169,2024-02-27,1,1
user_169,2024-05-11,1,1
user_169,2024-05-30,1,22
user_17,2023-01-25,1,21
user_17,2023-02-16,1,8
user_17,2023-03-28,1,4
user_17,2023-04-04,1,0
user_17,2023-04-12,1,8
user_17,2023-05-10,1,0
user_17,2023-06-07,1,6
user_17,2023-07-19,1,2
user_17,2023-08-01,1,15
user_17,2023-11-18,1,18
user_170,2023-06-18,1,20
user_170,2023-07-22,1,4
user_170,2023-08-27,1,8
user_170,2023-08-30,1,5
user_170,2023-10-26,1,17
user_170,2024-01-06,1,13
user_170,2024-02-15,1,9
user_170,2024-04-02,1,29
user_170,2024-04-22,1,12
user_170,2024-04-25,1,0
user_170,2024-05-06,1,17
user_170,2024-06-08,1,0
user_171,2023-08-21,1,1
user_171,2023-08-27,1,16
user_171,2023-09-05,1,4
user_171,2023-09-16,1,16
user_171,2023-09-17,1,1
user_171,2023-09-20,1,0
user_171,2023-10-07,1,34
user_171,2023-12-14,1,4
user_171,2024-01-02,1,0
user_171,2024-02-14,1,4
user_171,2024-02-16,1,1
user_171,2024-05-12,1,11
user_172,2023-08-29,1,28
user_172,2023-09-29,1,50
user_172,2023-11-22,1,17
user_172,2024-01-28,1,0
user_172,2024-02-03,1,19
user_172,2024-02-23,1,3
user_172,2024-05-13,1,40
user_172,2024-05-21,1,5
user_173,2023-07-03,1,20
user_173,2023-07-06,1,28
user_173,2024-01-31,1,21
user_173,2024-03-22,1,1
user_174,2023-07-29,1,7
user_174,2023-09-05,1,0
user_174,2023-10-19,1,0
user_174,2023-12-01,1,12
user_174,2023-12-07,1,30
user_174,2023-12-08,1,4
user_174,2024-02-23,1,0
user_174,2024-03-20,1,4
user_174,2024-03-31,1,8
user_174,2024-05-24,1,17
user_175,2023-07-16,1,3
user_175,2023-11-08,1,3
user_175,2023-11-25,1,11
user_175,2023-12-22,1,3
user_175,2024-01-06,1,12
user_175,2024-02-16,1,6
user_175,2024-02-19,1,3
user_175,2024-04-06,2,13
user_175,2024-04-13,1,9
user_175,2024-04-29,1,12
user_175,2024-06-16,1,10
user_176,2023-08-02,1,5
user_176,2023-09-01,1,0
user_176,2023-10-18,1,1
user_176,2023-11-17,1,10
user_176,2023-11-28,1,3
user_176,2024-01-29,1,3
user_176,2024-03-21,1,0
user_176,2024-04-28,1,4
user_177,2024-02-27,1,20
user_178,2023-10-16,1,6
user_178,2024-01-05,1,10
user_179,2023-08-04,1,26
user_179,2023-08-07,1,25
user_179,2023-12-13,1,12
user_179,2024-01-03,1,18
user_179,2024-01-24,1,10
user_179,2024-02-02,1,20
user_179,2024-03-11,1,18
user_179,2024-03-21,1,1
user_179,2024-03-25,1,5
user_179,2024-04-23,1,7
user_179,2024-06-01,1,50
user_18,2023-02-18,1,5
user_18,2023-04-04,1,3
user_18,2023-04-29,1,0
user_18,2023-05-04,1,12
user_18,2023-08-21,2,11
user_18,2023-11-25,1,9
user_18,2023-12-05,1,48
user_18,2024-01-02,1,7
user_18,2024-01-12,1,15
user_180,2023-07-20,1,13
user_180,2023-07-22,1,5
user_180,2023-07-28,1,19
user_180,2023-08-11,1,7
user_180,2023-08-25,1,15
user_180,2023-09-04,1,0
user_180,2023-09-20,1,7
user_180,2023-09-28,1,8
user_180,2024-02-26,1,0
user_180,2024-05-03,1,13
user_180,2024-06-05,1,2
user_181,2023-07-15,1,10
user_181,2023-11-09,1,6
user_181,2024-01-17,1,7
user_182,2023-07-18,1,0
user_182,2023-08-11,1,8
user_182,2023-10-06,1,8
user_182,2023-11-11,1,18
user_182,2023-11-20,1,0
user_182,2023-12-15,1,5
user_182,2023-12-24,1,33
user_182,2024-02-04,1,1
user_182,2024-03-28,1,16
user_183,2023-08-26,1,16
user_183,2023-09-10,1,18
user_183,2023-09-21,1,11
user_183,2023-11-02,1,17
user_183,2023-12-14,1,9
user_183,2024-02-28,1,7
user_183,2024-03-09,1,1
user_183,2024-03-18,1,10
user_183,2024-04-04,1,40
user_183,2024-04-08,2,6
user_184,2023-07-11,1,6
user_184,2023-11-22,1,6
user_184,2024-04-24,1,6
user_184,2024-05-01,1,0
user_184,2024-05-04,1,2
user_186,2023-07-07,1,3
user_186,2023-08-21,1,5
user_186,2024-04-19,1,9
user_187,2023-07-23,1,0
user_187,2023-08-14,1,0
user_187,2023-11-08,1,5
user_187,2023-12-19,1,5
user_187,2024-02-07,1,1
user_188,2023-09-29,1,17
user_188,2023-10-31,1,0
user_188,2023-11-30,1,45
user_188,2023-12-05,1,15
user_188,2023-12-07,1,2
user_188,2023-12-11,1,4
user_188,2024-02-03,1,1
user_188,2024-02-29,2,13
user_188,2024-03-26,1,11
user_188,2024-03-30,1,4
user_188,2024-05-04,1,49
user_188,2024-06-10,1,2
user_189,2023-10-17,1,17
user_189,2023-10-31,1,5
user_189,2024-02-01,1,3
user_189,2024-02-09,1,0
user_189,2024-05-29,1,12
user_189,2024-05-31,1,24
user_19,2023-04-03,1,23
user_19,2023-04-13,1,14
user_19,2023-06-06,1,15
user_19,2023-07-30,1,1
user_19,2023-09-14,1,1
user_19,2023-10-09,1,7
user_19,2023-10-25,1,3
user_19,2023-11-06,1,15
user_190,2023-07-16,1,2
user_190,2023-08-08,1,4
user_190,2023-08-23,1,0
user_190,2023-10-08,1,2
user_190,2023-11-19,1,23
user_190,2023-12-12,1,6
user_190,2023-12-26,1,0
user_190,2024-01-30,1,0
user_190,2024-02-21,1,21
user_190,2024-03-02,1,1
user_190,2024-03-26,1,6
user_190,2024-05-03,1,3
user_190,2024-06-01,1,9
user_191,2023-08-25,1,1
user_191,2023-09-07,1,17
user_191,2023-09-08,1,24
user_191,2023-11-09,1,23
user_191,2023-11-22,1,7
user_191,2023-12-24,1,17
user_191,2024-02-19,1,2
user_191,2024-03-08,1,16
user_192,2024-01-21,1,9
user_192,2024-02-27,1,4
user_192,2024-03-02,1,9
user_192,2024-04-14,1,16
user_192,2024-04-17,1,10
user_193,2023-07-23,1,3
user_193,2023-10-03,1,15
user_193,2023-12-31,1,10
user_193,2024-01-13,1,17
user_193,2024-02-25,1,45
user_193,2024-03-27,1,24
user_193,2024-04-25,1,14
user_194,2023-07-15,1,4
user_194,2023-08-05,1,3
user_194,2023-10-02,1,32
user_194,2023-10-04,1,1
user_194,2023-12-06,1,0
user_194,2023-12-11,1,0
user_194,2024-03-19,1,6
user_194,2024-03-24,1,16
user_194,2024-04-01,1,6
user_194,2024-05-27,1,5
user_195,2023-08-25,1,1
user_195,2023-08-28,1,14
user_195,2023-12-02,1,0
user_195,2023-12-22,1,2
user_195,2024-01-02,1,4
user_195,2024-01-17,1,5
user_195,2024-01-19,1,41
user_195,2024-02-10,1,0
user_195,2024-02-26,1,3
user_195,2024-04-02,1,6
user_195,2024-05-06,1,16
user_195,2024-06-14,1,4
user_196,2023-07-14,1,12
user_196,2023-08-19,1,27
user_196,2023-08-27,1,7
user_196,2023-10-05,1,18
user_196,2024-01-13,1,1
user_196,2024-02-15,1,14
user_196,2024-02-22,1,7
user_196,2024-03-31,1,0
user_196,2024-05-20,1,13
user_196,2024-07-07,1,19
user_197,2023-09-14,1,3
user_197,2023-10-01,1,9
user_197,2023-10-09,1,6
user_197,2023-10-31,1,22
user_197,2023-11-01,1,13
user_197,2023-11-25,1,1
user_197,2023-12-16,1,6
user_197,2024-01-19,1,2
user_197,2024-02-11,2,18
user_197,2024-03-23,1,0
user_197,2024-05-09,1,3
user_198,2023-07-23,1,10
user_198,2023-08-03,1,11
user_198,2023-09-19,1,21
user_198,2023-10-10,1,20
user_198,2023-10-16,1,5
user_198,2023-10-17,1,2
user_198,2023-10-25,1,2
user_198,2023-11-22,1,1
user_198,2023-11-24,1,5
user_198,2023-12-12,2,46
user_198,2024-02-02,1,5
user_198,2024-03-04,1,10
user_198,2024-04-14,1,2
user_198,2024-06-15,1,2
user_199,2023-09-16,1,30
user_199,2023-10-04,1,2
user_199,2023-11-03,1,8
user_199,2023-11-20,1,8
user_199,2023-12-22,1,17
user_199,2023-12-31,1,4
user_199,2024-01-10,1,5
user_199,2024-01-11,1,6
user_199,2024-02-09,1,8
user_199,2024-02-16,1,1
user_199,2024-02-28,1,35
user_199,2024-03-30,1,1
user_199,2024-04-16,1,1
user_199,2024-05-07,1,15
user_2,2023-04-02,1,1
user_2,2023-04-14,1,5
user_2,2023-06-15,1,5
user_2,2023-10-26,1,11
user_20,2023-08-22,1,0
user_20,2023-10-01,1,4
user_200,2023-09-11,1,10
user_200,2023-11-02,1,2
user_200,2023-11-06,1,3
user_200,2023-12-28,1,3
user_200,2024-01-03,1,2
user_200,2024-01-09,1,2
user_200,2024-01-24,1,1
user_200,2024-02-03,1,6
user_200,2024-02-29,1,6
user_200,2024-03-06,1,7
user_200,2024-04-17,1,21
user_200,2024-05-18,1,13
user_200,2024-05-31,1,7
user_200,2024-06-06,1,7
user_200,2024-06-12,1,3
user_200,2024-07-04,1,7
user_201,2023-09-03,1,1
user_201,2023-09-24,1,16
user_201,2023-10-22,1,7
user_201,2023-11-08,1,13
user_201,2023-11-17,1,11
user_201,2023-12-29,1,2
user_201,2023-12-30,1,3
user_201,2024-01-06,1,13
user_201,2024-02-07,1,23
user_201,2024-02-24,1,23
user_201,2024-04-29,1,3
user_201,2024-06-26,1,0
user_202,2023-07-18,1,20
user_202,2023-08-17,1,7
user_202,2023-09-06,1,35
user_202,2023-10-14,1,6
user_202,2023-11-15,1,9
user_202,2024-01-20,1,1
user_202,2024-02-25,1,15
user_202,2024-03-27,1,3
user_202,2024-03-30,1,24
user_202,2024-04-09,1,11
user_202,2024-04-16,1,5
user_202,2024-04-22,1,28
user_203,2024-01-10,1,3
user_203,2024-02-15,1,3
user_203,2024-02-26,1,0
user_203,2024-03-12,1,7
user_203,2024-04-03,2,1
