user_id,day,logins
user_111,2023-07-14,1
user_111,2023-08-31,1
user_111,2023-09-27,1
user_111,2023-10-01,1
user_111,2023-11-20,1
user_111,2023-12-13,1
user_111,2023-12-21,1
user_111,2023-12-28,1
user_111,2024-02-18,1
user_111,2024-03-07,1
user_111,2024-04-06,1
user_112,2023-04-28,1
user_112,2023-05-05,2
user_112,2023-10-10,1
user_112,2023-10-19,1
user_112,2023-12-30,1
user_112,2024-02-29,1
user_112,2024-03-30,1
user_113,2023-05-01,1
user_113,2023-07-14,1
user_113,2023-09-20,1
user_113,2023-11-03,1
user_113,2024-01-15,1
user_113,2024-02-22,1
user_114,2023-05-03,1
user_114,2023-05-27,1
user_114,2023-12-20,1
user_114,2024-03-16,1
user_115,2023-05-15,1
user_115,2023-06-01,1
user_115,2023-06-08,1
user_116,2023-06-01,1
user_116,2023-06-03,1
user_116,2023-07-30,1
user_116,2023-08-31,1
user_116,2023-09-08,1
user_116,2023-10-04,1
user_116,2023-12-19,1
user_116,2023-12-23,1
user_116,2023-12-31,1
user_116,2024-02-29,1
user_116,2024-03-14,1
user_117,2023-07-08,1
user_117,2023-07-20,1
user_117,2023-08-01,2
user_117,2023-08-21,1
user_117,2023-08-30,1
user_117,2023-09-21,1
user_117,2023-11-08,1
user_117,2023-11-18,1
user_117,2024-01-23,1
user_117,2024-02-07,1
user_117,2024-02-26,1
user_117,2024-03-22,1
user_118,2023-05-14,1
user_118,2023-06-21,1
user_118,2023-08-06,1
user_118,2023-09-13,1
user_118,2023-11-18,1
user_118,2024-02-20,1
user_118,2024-02-21,1
user_119,2023-05-28,1
user_12,2023-08-03,1
user_12,2023-10-20,1
user_12,2023-10-21,1
user_120,2023-06-10,1
user_120,2023-07-21,1
user_120,2023-08-27,1
user_120,2023-12-12,1
user_120,2024-01-04,1
user_120,2024-01-10,1
user_120,2024-03-21,1
user_121,2023-05-09,1
user_121,2023-11-13,1
user_121,2023-12-03,1
user_121,2024-01-05,1
user_121,2024-03-09,1
user_121,2024-04-03,1
user_121,2024-04-09,1
user_121,2024-04-16,1
user_121,2024-04-23,1
user_122,2023-10-23,1
user_123,2023-05-07,1
user_123,2023-07-17,1
user_123,2023-10-11,1
user_123,2023-11-13,1
user_123,2023-11-20,1
user_123,2023-11-28,1
user_123,2024-01-21,1
user_123,2024-01-22,1
user_123,2024-02-26,1
user_123,2024-03-18,1
user_124,2024-01-22,1
user_124,2024-04-13,1
user_124,2024-04-23,1
user_125,2023-08-03,1
user_125,2023-08-15,1
user_125,2023-10-09,1
user_125,2023-12-03,1
user_125,2023-12-21,1
user_125,2024-03-03,1
user_125,2024-03-26,1
user_125,2024-04-16,1
user_126,2023-05-03,2
user_126,2023-06-16,1
user_126,2023-08-18,1
user_126,2023-08-24,1
user_126,2023-09-03,1
user_126,2023-09-18,1
user_126,2023-09-21,1
user_126,2024-04-20,1
user_126,2024-04-26,1
user_127,2023-08-17,1
user_127,2023-10-08,1
user_127,2023-12-02,1
user_127,2024-01-13,1
user_127,2024-04-27,1
user_128,2023-05-30,3
user_128,2023-06-14,1
user_128,2023-07-23,1
user_128,2023-09-08,1
user_128,2023-09-12,1
user_128,2024-01-24,1
user_129,2023-06-15,1
user_129,2023-07-09,1
user_129,2023-07-24,1
user_129,2023-07-31,1
user_129,2023-11-07,1
user_129,2023-11-30,1
user_129,2024-01-01,1
user_129,2024-01-09,1
user_129,2024-03-25,1
user_13,2023-02-07,1
user_13,2023-05-03,1
user_13,2023-05-09,1
user_130,2023-10-26,1
user_130,2023-11-12,1
user_130,2024-01-12,1
user_130,2024-01-25,1
user_130,2024-02-23,1
user_130,2024-04-09,1
user_130,2024-04-26,1
user_131,2023-07-01,1
user_131,2023-08-05,1
user_131,2023-11-09,1
user_131,2023-12-01,1
user_131,2023-12-12,1
user_131,2023-12-13,1
user_131,2024-01-26,1
user_132,2023-05-25,1
user_132,2023-06-30,1
user_132,2024-02-17,1
user_132,2024-03-25,1
user_132,2024-04-06,1
user_132,2024-04-07,1
user_132,2024-04-27,1
user_132,2024-05-03,1
user_133,2023-11-30,1
user_133,2024-02-10,1
user_133,2024-04-01,1
user_134,2023-05-12,1
user_134,2023-07-19,1
user_134,2023-08-05,1
user_134,2023-08-23,1
user_134,2023-09-23,1
user_134,2023-10-08,1
user_134,2023-10-21,1
user_134,2023-10-28,1
user_134,2023-12-05,1
user_134,2023-12-19,1
user_134,2024-01-26,1
user_134,2024-03-04,1
user_134,2024-03-21,1
user_134,2024-03-26,1
user_134,2024-05-01,1
user_135,2023-06-16,1
user_135,2023-07-20,1
user_135,2023-08-07,1
user_135,2023-08-18,1
user_135,2023-09-14,1
user_135,2023-11-12,1
user_135,2023-12-06,1
user_135,2023-12-18,1
user_135,2024-01-08,1
user_135,2024-03-01,1
user_136,2023-06-10,1
user_136,2023-06-11,1
user_136,2023-06-28,1
user_136,2023-10-09,1
user_136,2023-10-15,1
user_136,2023-10-19,1
user_136,2023-12-02,1
user_136,2024-02-04,1
user_136,2024-02-14,1
user_136,2024-02-17,1
user_136,2024-03-18,1
user_136,2024-03-23,1
user_136,2024-04-04,1
user_136,2024-04-15,1
user_137,2023-08-01,1
user_137,2023-08-27,1
user_137,2023-11-10,1
user_137,2023-12-17,1
user_137,2024-02-09,1
user_137,2024-03-12,1
user_137,2024-03-16,1
user_137,2024-04-18,1
user_137,2024-04-21,1
user_138,2023-09-11,1
user_138,2023-10-07,1
user_138,2024-02-10,1
user_138,2024-02-14,1
user_138,2024-03-20,1
user_138,2024-03-28,1
user_139,2023-06-12,1
user_139,2023-08-17,1
user_139,2023-09-15,1
user_139,2024-01-21,1
user_139,2024-01-25,1
user_139,2024-02-09,1
user_139,2024-02-13,1
user_139,2024-03-07,1
user_139,2024-04-22,1
user_14,2023-01-14,1
user_14,2023-01-29,1
user_14,2023-03-10,1
user_14,2023-03-15,2
user_14,2023-03-30,1
user_14,2023-04-02,1
user_14,2023-05-02,1
user_14,2023-05-27,1
user_14,2023-06-22,1
user_14,2023-07-06,1
user_14,2023-07-10,1
user_14,2023-08-28,1
user_14,2023-09-11,1
user_14,2023-10-01,1
user_14,2023-11-13,1
user_14,2023-11-15,1
user_14,2023-12-04,1
user_140,2023-06-12,1
user_140,2023-08-24,1
user_140,2023-11-04,1
user_140,2024-01-17,1
user_140,2024-01-21,1
user_140,2024-02-01,1
user_140,2024-02-21,1
user_140,2024-02-24,1
user_140,2024-03-17,1
user_140,2024-03-22,1
user_140,2024-03-27,1
user_140,2024-05-03,1
user_141,2023-06-28,1
user_141,2023-07-01,1
user_141,2023-07-10,1
user_141,2023-07-31,1
user_141,2023-08-14,1
user_141,2023-09-01,1
user_141,2023-09-15,1
user_141,2023-10-09,1
user_141,2023-11-03,1
user_141,2023-12-26,1
user_141,2024-02-03,1
user_141,2024-02-22,1
user_141,2024-04-19,1
user_142,2023-06-12,1
user_142,2023-10-21,1
user_142,2023-11-18,1
user_142,2023-12-11,1
user_142,2023-12-15,1
user_142,2024-01-31,1
user_142,2024-02-20,1
user_142,2024-03-10,1
user_142,2024-05-08,1
user_143,2023-06-08,1
user_143,2023-06-10,1
user_143,2023-06-13,1
user_143,2023-06-17,1
user_143,2023-10-06,1
user_143,2023-12-02,1
user_143,2024-02-20,1
user_143,2024-05-04,1
user_143,2024-05-07,1
user_144,2023-07-21,1
user_144,2024-05-04,1
user_145,2023-05-21,1
user_145,2023-06-17,1
user_145,2023-07-30,1
user_145,2024-01-15,1
user_145,2024-05-03,1
user_146,2023-06-07,1
user_146,2023-06-09,1
user_146,2023-06-26,1
user_146,2023-07-19,1
user_146,2023-08-09,1
user_146,2023-09-02,1
user_146,2023-11-11,1
user_146,2023-11-15,1
user_146,2023-11-26,1
user_146,2023-12-10,1
user_146,2024-02-01,1
user_146,2024-02-02,1
user_146,2024-03-02,1
user_146,2024-03-28,1
user_146,2024-04-24,1
user_147,2023-05-24,1
user_147,2023-06-06,1
user_147,2023-06-07,1
user_147,2023-09-04,1
user_147,2023-11-05,1
user_147,2023-12-10,1
user_147,2023-12-22,1
user_147,2024-02-21,1
user_147,2024-02-26,1
user_147,2024-03-18,2
user_147,2024-03-23,1
user_147,2024-04-11,1
user_148,2023-06-05,1
user_148,2023-12-19,1
user_148,2024-02-08,1
user_149,2023-07-06,1
user_149,2023-11-29,1
user_15,2023-04-21,1
user_15,2023-08-12,1
user_150,2023-06-04,1
user_150,2023-06-25,1
user_150,2023-06-27,1
user_150,2023-07-09,1
user_150,2023-07-18,1
user_150,2023-10-14,1
user_150,2023-10-30,1
user_150,2023-11-24,1
user_150,2023-12-31,1
user_150,2024-01-27,1
user_150,2024-02-08,1
user_150,2024-04-04,1
user_150,2024-04-20,1
user_150,2024-04-22,1
user_151,2023-10-02,1
user_151,2023-10-20,1
user_151,2023-11-14,1
user_152,2023-06-01,1
user_152,2023-06-11,1
user_152,2023-07-28,1
user_152,2023-08-17,1
user_152,2024-01-01,1
user_152,2024-01-12,1
user_152,2024-02-09,1
user_152,2024-02-14,1
user_152,2024-04-24,1
user_152,2024-05-12,1
user_152,2024-05-17,1
user_152,2024-05-22,1
user_153,2023-07-14,1
user_153,2023-09-15,1
user_153,2023-09-17,1
user_153,2023-09-18,1
user_153,2023-10-17,1
user_153,2024-02-19,1
user_153,2024-03-27,1
user_154,2023-06-27,1
user_154,2023-06-28,1
user_154,2023-07-04,1
user_154,2023-09-19,1
user_154,2023-11-20,1
user_154,2023-12-07,1
user_154,2024-02-02,1
user_154,2024-04-08,1
user_154,2024-04-20,1
user_155,2023-06-06,1
user_155,2023-10-26,1
user_155,2023-10-28,1
user_155,2023-11-18,1
user_155,2024-01-28,1
user_155,2024-03-16,1
user_155,2024-03-19,1
user_156,2023-07-20,1
user_156,2023-09-24,1
user_156,2023-10-10,1
user_156,2023-11-11,1
user_156,2024-01-27,1
user_156,2024-02-08,1
user_157,2023-06-10,1
user_157,2023-08-25,1
user_157,2023-09-18,1
user_157,2023-10-29,1
user_157,2024-02-24,1
user_159,2023-06-11,1
user_159,2023-08-18,1
user_159,2023-09-26,1
user_159,2023-09-28,1
user_159,2023-11-22,1
user_159,2023-12-19,1
user_159,2024-01-21,1
user_159,2024-03-08,1
user_159,2024-03-09,1
user_159,2024-03-13,1
user_16,2023-02-18,1
user_16,2023-05-18,1
user_16,2023-06-09,1
user_16,2023-06-10,1
user_16,2023-07-13,1
user_16,2023-08-09,1
user_16,2023-08-12,1
user_16,2023-08-19,1
user_16,2023-08-25,1
user_16,2023-09-06,1
user_16,2023-10-21,1
user_16,2023-12-25,1
user_16,2023-12-29,1
user_16,2024-01-07,1
user_160,2023-06-17,1
user_160,2023-07-26,1
user_160,2023-12-06,1
user_160,2023-12-10,1
user_160,2023-12-12,1
user_160,2024-01-01,1
user_160,2024-03-16,1
user_160,2024-03-29,1
user_160,2024-04-13,1
user_160,2024-04-19,1
user_161,2023-06-21,1
user_161,2023-06-25,1
user_161,2023-07-20,1
user_161,2023-08-23,1
user_161,2023-10-21,1
user_161,2023-11-29,1
user_161,2024-01-26,1
user_161,2024-04-14,1
user_162,2023-09-27,1
user_162,2024-02-16,1
user_162,2024-03-13,1
user_162,2024-03-15,1
user_162,2024-03-21,1
user_162,2024-04-13,1
user_163,2023-07-27,1
user_163,2024-01-30,1
user_163,2024-02-01,1
user_163,2024-03-20,1
user_163,2024-03-31,1
user_163,2024-04-06,1
user_163,2024-05-09,1
user_163,2024-06-05,1
user_163,2024-06-06,1
user_164,2023-08-10,1
user_164,2023-10-31,1
user_164,2024-02-18,1
user_165,2023-07-01,1
user_165,2023-07-25,1
user_165,2023-09-02,1
user_165,2023-09-05,1
user_165,2023-10-08,1
user_165,2023-11-27,1
user_165,2024-03-14,1
user_165,2024-05-15,1
user_165,2024-05-27,1
user_165,2024-05-31,1
user_166,2023-06-24,1
user_166,2023-07-06,1
user_166,2023-07-29,1
user_166,2023-11-06,1
user_166,2023-12-15,1
user_166,2024-04-09,1
user_166,2024-05-06,1
user_166,2024-06-05,1
user_167,2023-08-03,1
user_167,2024-02-11,1
user_167,2024-04-30,1
user_167,2024-05-27,1
user_168,2023-06-18,1
user_168,2023-07-12,1
user_168,2023-07-30,1
user_168,2023-08-12,1
user_168,2023-08-13,1
user_168,2023-10-22,1
user_168,2023-12-22,1
user_168,2024-02-20,1
user_169,2023-07-04,1
user_169,2023-07-19,1
user_169,2023-07-21,1
user_169,2023-09-13,1
user_169,2023-10-08,1
user_169,2023-10-21,1
user_169,2024-02-27,1
user_169,2024-05-11,1
user_169,2024-05-30,1
user_17,2023-01-25,1
user_17,2023-02-16,1
user_17,2023-03-28,1
user_17,2023-04-04,1
user_17,2023-04-12,1
user_17,2023-05-10,1
user_17,2023-06-07,1
user_17,2023-07-19,1
user_17,2023-08-01,1
user_17,2023-11-18,1
user_170,2023-06-18,1
user_170,2023-07-22,1
user_170,2023-08-27,1
user_170,2023-08-30,1
user_170,2023-10-26,1
user_170,2024-01-06,1
user_170,2024-02-15,1
user_170,2024-04-02,1
user_170,2024-04-22,1
user_170,2024-04-25,1
user_170,2024-05-06,1
user_170,2024-06-08,1
user_171,2023-08-21,1
user_171,2023-08-27,1
user_171,2023-09-05,1
user_171,2023-09-16,1
user_171,2023-09-17,1
user_171,2023-09-20,1
user_171,2023-10-07,1
user_171,2023-12-14,1
user_171,2024-01-02,1
user_171,2024-02-14,1
user_171,2024-02-16,1
user_171,2024-05-12,1
user_172,2023-08-29,1
user_172,2023-09-29,1
user_172,2023-11-22,1
user_172,2024-01-28,1
user_172,2024-02-03,1
user_172,2024-02-23,1
user_172,2024-05-13,1
user_172,2024-05-21,1
user_173,2023-07-03,1
user_173,2023-07-06,1
user_173,2024-01-31,1
user_173,2024-03-22,1
user_174,2023-07-29,1
user_174,2023-09-05,1
user_174,2023-10-19,1
user_174,2023-12-01,1
user_174,2023-12-07,1
user_174,2023-12-08,1
user_174,2024-02-23,1
user_174,2024-03-20,1
user_174,2024-03-31,1
user_174,2024-05-24,1
user_175,2023-07-16,1
user_175,2023-11-08,1
user_175,2023-11-25,1
user_175,2023-12-22,1
user_175,2024-01-06,1
user_175,2024-02-16,1
user_175,2024-02-19,1
user_175,2024-04-06,2
user_175,2024-04-13,1
user_175,2024-04-29,1
user_175,2024-06-16,1
user_176,2023-08-02,1
user_176,2023-09-01,1
user_176,2023-10-18,1
user_176,2023-11-17,1
user_176,2023-11-28,1
user_176,2024-01-29,1
user_176,2024-03-21,1
user_176,2024-04-28,1
user_177,2024-02-27,1
user_178,2023-10-16,1
user_178,2024-01-05,1
user_179,2023-08-04,1
user_179,2023-08-07,1
user_179,2023-12-13,1
user_179,2024-01-03,1
user_179,2024-01-24,1
user_179,2024-02-02,1
user_179,2024-03-11,1
user_179,2024-03-21,1
user_179,2024-03-25,1
user_179,2024-04-23,1
user_179,2024-06-01,1
user_18,2023-02-18,1
user_18,2023-04-04,1
user_18,2023-04-29,1
user_18,2023-05-04,1
user_18,2023-08-21,2
user_18,2023-11-25,1
user_18,2023-12-05,1
user_18,2024-01-02,1
user_18,2024-01-12,1
user_180,2023-07-20,1
user_180,2023-07-22,1
user_180,2023-07-28,1
user_180,2023-08-11,1
user_180,2023-08-25,1
user_180,2023-09-04,1
user_180,2023-09-20,1
user_180,2023-09-28,1
user_180,2024-02-26,1
user_180,2024-05-03,1
user_180,2024-06-05,1
user_181,2023-07-15,1
user_181,2023-11-09,1
user_181,2024-01-17,1
user_182,2023-07-18,1
user_182,2023-08-11,1
user_182,2023-10-06,1
user_182,2023-11-11,1
user_182,2023-11-20,1
user_182,2023-12-15,1
user_182,2023-12-24,1
user_182,2024-02-04,1
user_182,2024-03-28,1
user_183,2023-08-26,1
user_183,2023-09-10,1
user_183,2023-09-21,1
user_183,2023-11-02,1
user_183,2023-12-14,1
user_183,2024-02-28,1
user_183,2024-03-09,1
user_183,2024-03-18,1
user_183,2024-04-04,1
user_183,2024-04-08,2
user_184,2023-07-11,1
user_184,2023-11-22,1
user_184,2024-04-24,1
user_184,2024-05-01,1
user_184,2024-05-04,1
user_186,2023-07-07,1
user_186,2023-08-21,1
user_186,2024-04-19,1
user_187,2023-07-23,1
user_187,2023-08-14,1
user_187,2023-11-08,1
user_187,2023-12-19,1
user_187,2024-02-07,1
user_188,2023-09-29,1
user_188,2023-10-31,1
user_188,2023-11-30,1
user_188,2023-12-05,1
user_188,2023-12-07,1
user_188,2023-12-11,1
user_188,2024-02-03,1
user_188,2024-02-29,2
user_188,2024-03-26,1
user_188,2024-03-30,1
user_188,2024-05-04,1
user_188,2024-06-10,1
user_189,2023-10-17,1
user_189,2023-10-31,1
user_189,2024-02-01,1
user_189,2024-02-09,1
user_189,2024-05-29,1
user_189,2024-05-31,1
user_19,2023-04-03,1
user_19,2023-04-13,1
user_19,2023-06-06,1
user_19,2023-07-30,1
user_19,2023-09-14,1
user_19,2023-10-09,1
user_19,2023-10-25,1
user_19,2023-11-06,1
user_190,2023-07-16,1
user_190,2023-08-08,1
user_190,2023-08-23,1
user_190,2023-10-08,1
user_190,2023-11-19,1
user_190,2023-12-12,1
user_190,2023-12-26,1
user_190,2024-01-30,1
user_190,2024-02-21,1
user_190,2024-03-02,1
user_190,2024-03-26,1
user_190,2024-05-03,1
user_190,2024-06-01,1
user_191,2023-08-25,1
user_191,2023-09-07,1
user_191,2023-09-08,1
user_191,2023-11-09,1
user_191,2023-11-22,1
user_191,2023-12-24,1
user_191,2024-02-19,1
user_191,2024-03-08,1
user_192,2024-01-21,1
user_192,2024-02-27,1
user_192,2024-03-02,1
user_192,2024-04-14,1
user_192,2024-04-17,1
user_193,2023-07-23,1
user_193,2023-10-03,1
user_193,2023-12-31,1
user_193,2024-01-13,1
user_193,2024-02-25,1
user_193,2024-03-27,1
user_193,2024-04-25,1
user_194,2023-07-15,1
user_194,2023-08-05,1
user_194,2023-10-02,1
user_194,2023-10-04,1
user_194,2023-12-06,1
user_194,2023-12-11,1
user_194,2024-03-19,1
user_194,2024-03-24,1
user_194,2024-04-01,1
user_194,2024-05-27,1
user_195,2023-08-25,1
user_195,2023-08-28,1
user_195,2023-12-02,1
user_195,2023-12-22,1
user_195,2024-01-02,1
user_195,2024-01-17,1
user_195,2024-01-19,1
user_195,2024-02-10,1
user_195,2024-02-26,1
user_195,2024-04-02,1
user_195,2024-05-06,1
user_195,2024-06-14,1
user_196,2023-07-14,1
user_196,2023-08-19,1
user_196,2023-08-27,1
user_196,2023-10-05,1
user_196,2024-01-13,1
user_196,2024-02-15,1
user_196,2024-02-22,1
user_196,2024-03-31,1
user_196,2024-05-20,1
user_196,2024-07-07,1
user_197,2023-09-14,1
user_197,2023-10-01,1
user_197,2023-10-09,1
user_197,2023-10-31,1
user_197,2023-11-01,1
user_197,2023-11-25,1
user_197,2023-12-16,1
user_197,2024-01-19,1
user_197,2024-02-11,2
user_197,2024-03-23,1
user_197,2024-05-09,1
user_198,2023-07-23,1
user_198,2023-08-03,1
user_198,2023-09-19,1
user_198,2023-10-10,1
user_198,2023-10-16,1
user_198,2023-10-17,1
user_198,2023-10-25,1
user_198,2023-11-22,1
user_198,2023-11-24,1
user_198,2023-12-12,2
user_198,2024-02-02,1
user_198,2024-03-04,1
user_198,2024-04-14,1
user_198,2024-06-15,1
user_199,2023-09-16,1
user_199,2023-10-04,1
user_199,2023-11-03,1
user_199,2023-11-20,1
user_199,2023-12-22,1
user_199,2023-12-31,1
user_199,2024-01-10,1
user_199,2024-01-11,1
user_199,2024-02-09,1
user_199,2024-02-16,1
user_199,2024-02-28,1
user_199,2024-03-30,1
user_199,2024-04-16,1
user_199,2024-05-07,1
user_2,2023-04-02,1
user_2,2023-04-14,1
user_2,2023-06-15,1
user_2,2023-10-26,1
user_20,2023-08-22,1
user_20,2023-10-01,1
user_200,2023-09-11,1
user_200,2023-11-02,1
user_200,2023-11-06,1
user_200,2023-12-28,1
user_200,2024-01-03,1
user_200,2024-01-09,1
user_200,2024-01-24,1
user_200,2024-02-03,1
user_200,2024-02-29,1
user_200,2024-03-06,1
user_200,2024-04-17,1
user_200,2024-05-18,1
user_200,2024-05-31,1
user_200,2024-06-06,1
user_200,2024-06-12,1
user_200,2024-07-04,1
user_201,2023-09-03,1
user_201,2023-09-24,1
user_201,2023-10-22,1
user_201,2023-11-08,1
user_201,2023-11-17,1
user_201,2023-12-29,1
user_201,2023-12-30,1
user_201,2024-01-06,1
user_201,2024-02-07,1
user_201,2024-02-24,1
user_201,2024-04-29,1
user_201,2024-06-26,1
user_202,2023-07-18,1
user_202,2023-08-17,1
user_202,2023-09-06,1
user_202,2023-10-14,1
user_202,2023-11-15,1
user_202,2024-01-20,1
user_202,2024-02-25,1
user_202,2024-03-27,1
user_202,2024-03-30,1
user_202,2024-04-09,1
user_202,2024-04-16,1
user_202,2024-04-22,1
user_203,2024-01-10,1
user_203,2024-02-15,1
user_203,2024-02-26,1
user_203,2024-03-12,1
user_203,2024-04-03,2
user_203,2024-04-04,1
user_203,2024-04-07,1
user_203,2024-04-16,1
user_203,2024-05-15,1
user_203,2024-05-30,1
user_203,2024-06-22,1
user_203,2024-06-28,1
user_203,2024-06-29,1
user_204,2023-09-15,1
user_204,2023-10-24,1
user_204,2024-02-11,1
user_205,2023-11-29,1
user_205,2023-12-24,1
user_205,2024-01-14,1
user_205,2024-01-17,1
user_205,2024-01-25,1
user_205,2024-03-09,1
user_205,2024-05-10,1
user_205,2024-07-09,1
user_206,2023-12-27,1
user_206,2024-07-11,1
user_206,2024-07-18,1
user_207,2023-08-13,1
user_207,2024-02-22,1
user_207,2024-04-18,1
user_207,2024-05-15,1
user_207,2024-06-17,1
user_208,2023-08-06,1
user_208,2023-08-07,1
user_208,2023-10-04,1
user_208,2024-05-14,1
user_209,2023-08-02,1
user_209,2024-02-03,1
user_209,2024-02-09,1
user_209,2024-02-17,1
user_209,2024-03-16,1
user_209,2024-06-03,1
user_209,2024-06-17,1
user_209,2024-06-27,1
user_209,2024-07-03,1
user_209,2024-07-09,1
user_21,2023-04-28,1
user_21,2023-05-28,1
user_21,2023-09-20,1
user_210,2023-10-09,1
user_210,2024-02-11,1
user_211,2023-08-22,1
user_211,2023-08-27,1
user_211,2023-11-03,1
user_211,2023-11-24,1
user_211,2024-04-21,1
user_211,2024-04-28,1
user_212,2023-11-01,1
user_212,2023-12-15,1
user_213,2023-07-27,1
user_213,2023-09-29,1
user_213,2023-10-22,1
user_213,2023-12-12,1
user_213,2023-12-29,1
user_213,2024-02-08,1
user_213,2024-04-10,1
user_213,2024-05-06,1
user_213,2024-06-15,1
user_213,2024-07-11,1
user_213,2024-07-22,1
user_214,2023-08-21,1
user_214,2023-08-27,1
user_214,2023-10-14,1
user_214,2023-10-24,1
user_214,2023-11-24,1
user_214,2023-11-30,1
user_214,2023-12-10,1
user_214,2024-01-30,1
user_214,2024-02-02,1
user_214,2024-02-18,1
user_214,2024-03-23,1
user_214,2024-04-30,1
user_214,2024-07-21,1
user_215,2023-11-17,1
user_215,2024-04-24,1
user_215,2024-04-28,1
user_215,2024-05-05,1
user_215,2024-06-29,1
user_215,2024-07-17,1
user_216,2023-12-17,1
user_216,2024-01-09,1
user_216,2024-04-21,1
user_217,2023-10-18,1
user_217,2023-12-12,1
user_217,2023-12-23,1
user_217,2024-01-02,1
user_217,2024-01-31,1
user_217,2024-02-10,1
user_217,2024-03-13,1
user_217,2024-03-18,1
user_217,2024-04-03,1
user_217,2024-04-15,1
user_217,2024-04-30,2
user_217,2024-05-31,1
user_217,2024-06-01,1
user_217,2024-06-17,1
user_217,2024-06-20,1
user_218,2023-09-08,1
user_218,2023-09-20,1
user_218,2024-04-12,1
user_218,2024-04-21,1
user_218,2024-06-15,1
user_218,2024-06-25,1
user_218,2024-07-14,1
user_218,2024-07-31,1
user_219,2023-09-08,1
user_219,2023-10-26,1
user_219,2023-11-10,1
user_219,2023-11-30,1
user_219,2023-12-10,1
user_219,2023-12-21,1
user_219,2024-01-05,1
user_219,2024-01-17,1
user_219,2024-02-13,1
user_219,2024-03-09,1
user_219,2024-04-13,1
user_22,2023-03-20,1
user_22,2023-03-25,1
user_22,2023-05-16,1
user_22,2023-06-05,1
user_22,2023-06-22,1
user_22,2023-06-23,1
user_22,2023-06-30,1
user_22,2023-08-06,1
user_22,2023-08-20,1
user_22,2023-08-27,1
user_22,2023-09-01,1
user_22,2023-09-21,1
user_22,2023-10-11,1
user_22,2023-12-16,1
user_22,2023-12-17,1
user_22,2023-12-26,1
user_220,2023-08-07,1
user_220,2023-08-13,1
user_220,2024-01-02,1
user_220,2024-01-09,1
user_220,2024-05-24,1
user_220,2024-07-15,1
user_221,2023-08-20,1
