user_id,churned
user_212,1
user_213,1
user_214,1
user_215,1
user_216,1
user_217,1
user_218,1
user_219,1
user_220,1
user_221,1
user_222,1
user_223,1
user_224,1
user_225,1
user_226,1
user_227,1
user_228,1
user_229,1
user_230,1
user_231,1
user_232,1
user_233,1
user_234,1
user_235,1
user_236,1
user_237,1
user_238,1
user_239,1
user_240,1
user_241,1
user_242,1
user_243,1
user_244,1
user_245,1
user_246,1
user_247,1
user_248,1
user_249,1
user_250,1
user_251,1
user_252,1
user_253,1
user_254,1
user_255,1
user_256,1
user_257,1
user_258,1
user_259,1
user_260,1
user_261,1
user_262,1
user_263,1
user_264,1
user_265,1
user_266,1
user_267,1
user_268,1
user_269,1
user_270,1
user_271,1
user_272,1
user_273,1
user_274,1
user_275,1
user_276,1
user_277,1
user_278,1
user_279,1
user_280,1
user_281,1
user_282,1
user_283,1
user_284,1
user_285,1
user_286,1
user_287,1
user_288,1
user_289,1
user_290,1
user_291,1
user_292,1
user_293,1
user_294,1
user_295,1
user_296,1
user_297,1
user_298,1
user_299,1
user_300,1
user_301,1
user_302,1
user_303,1
user_304,1
user_305,1
user_306,1
user_307,1
user_308,1
user_309,1
user_310,1
user_311,1
user_312,1
user_313,1
user_314,1
user_315,1
user_316,1
user_317,1
user_318,1
user_319,1
user_320,1
user_321,1
user_322,1
user_323,1
user_324,1
user_325,1
user_326,1
user_327,1
user_328,1
user_329,1
user_330,1
user_331,1
user_332,1
user_333,1
user_334,1
user_335,1
user_336,1
user_337,1
user_338,1
user_339,1
user_340,1
user_341,1
user_342,1
user_343,1
user_344,1
user_345,1
user_346,1
user_347,1
user_348,1
user_349,1
user_350,1
user_351,1
user_352,1
user_353,1
user_354,1
user_355,1
user_356,1
user_357,1
user_358,1
user_359,1
user_360,1
user_361,1
user_362,1
user_363,1
user_364,1
user_365,1
user_366,1
user_367,1
user_368,1
user_369,1
user_370,1
user_371,1
user_372,1
user_373,1
user_374,1
user_375,1
user_376,1
user_377,1
user_378,1
user_379,1
user_380,1
user_381,1
user_382,1
user_383,1
user_384,1
user_385,1
user_386,1
user_387,1
user_388,1
user_389,1
user_390,1
user_391,1
user_392,1
user_393,1
user_394,1
user_395,1
user_396,1
user_397,1
user_398,1
user_399,1
user_400,1
user_401,1
user_402,1
user_403,1
user_404,1
user_405,1
user_406,1
user_407,1
user_408,1
user_409,1
user_410,1
user_411,1
user_412,1
user_413,1
user_414,1
user_415,1
user_416,1
user_417,1
user_418,1
user_419,1
user_420,1
user_421,1
user_422,1
user_423,1
user_424,1
user_425,1
user_426,1
user_427,1
user_428,1
user_429,1
user_430,1
user_431,1
user_432,1
user_433,1
user_434,1
user_435,1
user_436,1
user_437,1
user_438,1
user_439,1
user_440,1
user_441,1
user_442,1
user_443,1
user_444,1
user_445,1
user_446,1
user_447,1
user_448,1
user_449,1
user_450,1
user_451,1
user_452,1
user_453,1
user_454,1
user_455,1
user_456,1
user_457,1
user_458,1
user_459,1
user_460,1
user_461,1
user_462,1
user_463,1
user_464,1
user_465,1
user_466,1
user_467,1
user_468,1
user_469,1
user_470,1
user_471,1
user_472,1
user_473,1
user_474,1
user_475,1
user_476,1
user_477,1
user_478,1
user_479,1
user_480,1
user_481,1
user_482,1
user_483,1
user_484,1
user_485,1
user_486,1
user_487,1
user_488,1
user_489,1
user_490,1
user_491,1
user_492,1
user_493,1
user_494,1
user_495,1
user_496,1
user_497,1
user_498,1
user_499,1
user_500,1
user_501,1
user_502,1
user_503,1
user_504,1
user_505,1
user_506,1
user_507,1
user_508,1
user_509,1
user_510,1
user_511,1
user_512,1
user_513,1
user_514,1
user_515,1
user_516,1
user_517,1
user_518,1
user_519,1
user_520,1
user_521,1
user_522,1
user_523,1
user_524,1
user_525,1
user_526,1
user_527,1
user_528,1
user_529,1
user_530,1
user_531,1
user_532,1
user_533,1
user_534,1
user_535,1
user_536,1
user_537,1
user_538,1
user_539,1
user_540,1
user_541,1
user_542,1
user_543,1
user_544,1
user_545,1
user_546,1
user_547,1
user_548,1
user_549,1
user_550,1
user_551,1
user_552,1
user_553,1
user_554,1
user_555,0
user_556,0
user_557,0
user_558,0
user_559,1
user_560,1
user_561,0
user_562,0
user_563,0
user_564,1
user_565,0
user_566,1
user_567,0
user_568,0
user_569,0
user_570,1
user_571,0
user_572,0
user_573,1
user_574,1
user_575,0
user_576,0
user_577,1
user_578,0
user_579,0
user_580,0
user_581,0
user_582,0
user_583,0
user_584,0
user_585,1
user_586,0
user_587,0
user_588,0
user_589,0
user_590,0
user_591,0
user_592,0
user_593,0
user_594,0
user_595,0
user_596,0
user_597,0
user_598,0
user_599,0
user_600,0
user_601,0
user_602,0
user_603,0
user_604,0
user_605,0
user_606,0
user_607,0
user_608,0
user_609,0
user_610,0
user_611,0
user_612,1
user_613,0
user_614,0
user_615,0
user_616,0
user_617,0
user_618,0
user_619,0
user_620,0
user_621,0
user_622,0
user_623,0
user_624,0
user_625,0
user_626,0
user_627,0
user_628,0
user_629,0
user_630,0
user_631,0
user_632,0
user_633,0
user_634,0
user_635,0
user_636,0
user_637,0
user_638,0
user_639,0
user_640,0
user_641,0
user_642,0
user_643,0
user_644,0
user_645,0
user_646,0
user_647,0
user_648,0
user_649,0
user_650,0
user_651,0
user_652,0
user_653,0
user_654,0
user_655,0
user_656,0
user_657,0
user_658,0
user_659,0
user_660,0
user_661,0
user_662,0
user_663,0
user_664,0
user_665,0
user_666,0
user_667,0
user_668,0
user_669,0
user_670,0
user_671,0
user_672,0
user_673,0
user_674,0
user_675,0
user_676,0
user_677,0
user_678,0
user_679,0
user_680,0
user_681,0
user_682,0
user_683,0
user_684,0
user_685,0
user_686,0
user_687,0
user_688,0
user_689,0
user_690,0
user_691,0
user_692,0
user_693,0
user_694,0
user_695,0
user_696,0
user_697,0
user_698,0
user_699,0
user_700,0
user_701,0
user_702,0
user_703,0
user_704,0
user_705,0
user_706,0
user_707,0
user_708,0
user_709,0
user_710,0
user_711,0
user_712,0
user_713,0
user_714,0
user_715,0
user_716,0
user_717,0
user_718,0
user_719,0
user_720,0
user_721,0
user_722,0
user_723,0
user_724,0
user_725,0
user_726,0
user_727,0
user_728,0
user_729,0
user_730,0
user_731,0
user_732,0
user_733,0
user_734,0
user_735,0
user_736,0
user_737,0
user_738,0
user_739,0
user_740,0
user_741,0
user_742,0
user_743,0
user_744,0
user_745,0
user_746,0
user_747,0
user_748,0
user_749,0
user_750,0
user_751,0
user_752,0
user_753,0
user_754,0
user_755,0
user_756,0
user_757,0
user_758,0
user_759,0
user_760,0
user_761,0
user_762,0
user_763,0
user_764,0
user_765,0
user_766,0
user_767,0
user_768,0
user_769,0
user_770,0
user_771,0
user_772,0
user_773,0
user_774,0
user_775,0
user_776,0
user_777,0
user_778,0
user_779,0
user_780,0
user_781,0
user_782,0
user_783,0
user_784,0
user_785,0
user_786,0
user_787,0
user_788,0
user_789,0
user_790,0
user_791,0
user_792,0
user_793,0
user_794,0
user_795,0
user_796,0
user_797,0
user_798,0
user_799,0
user_800,0
user_801,0
user_802,0
user_803,0
user_804,0
user_805,0
user_806,0
user_807,0
user_808,0
user_809,0
user_810,0
user_811,0
user_812,0
user_813,0
user_814,0
user_815,0
user_816,0
user_817,0
user_818,0
user_819,0
user_820,0
user_821,0
user_822,0
user_823,0
user_824,0
user_825,0
user_826,0
user_827,0
user_828,0
user_829,0
user_830,0
user_831,0
user_832,0
user_833,0
user_834,0
user_835,0
user_836,0
user_837,0
user_838,0
user_839,0
user_840,0
user_841,0
user_842,0
user_843,0
user_844,0
user_845,0
user_846,0
user_847,0
user_848,0
user_849,0
user_850,0
user_851,0
user_852,0
user_853,0
user_854,0
user_855,0
user_856,0
user_857,0
user_858,0
user_859,0
user_860,0
user_861,0
user_862,0
user_863,0
user_864,0
user_865,0
user_866,0
user_867,0
user_868,0
user_869,0
user_870,0
user_871,0
user_872,0
user_873,0
user_874,0
user_875,0
user_876,0
user_877,0
user_878,0
user_879,0
user_880,0
user_881,0
user_882,0
user_883,0
user_884,0
user_885,0
user_886,0
user_887,0
user_888,0
user_889,0
user_890,0
user_891,0
user_892,0
user_893,0
user_894,0
user_895,0
user_896,0
user_897,0
user_898,0
user_899,0
user_900,0
user_901,0
user_902,0
user_903,0
user_904,0
user_905,0
user_906,0
user_907,0
user_908,0
user_909,0
user_910,0
user_911,0
user_912,0
user_913,0
user_914,0
user_915,0
user_916,0
user_917,0
user_918,0
user_919,0
user_920,0
user_921,0
user_922,0
user_923,0
user_924,0
user_925,0
user_926,0
user_927,0
user_928,0
user_929,0
user_930,0
user_931,0
user_932,0
user_933,0
user_934,0
user_935,0
user_936,0
user_937,0
user_938,0
user_939,0
user_940,0
user_941,0
user_942,0
user_943,0
user_944,0
user_945,0
user_946,0
user_947,0
user_948,0
user_949,0
user_950,0
user_951,0
user_952,0
user_953,0
user_954,0
user_955,0
user_956,0
user_957,0
user_958,0
user_959,0
user_960,0
user_961,0
user_962,0
user_963,0
user_964,0
user_965,0
user_966,0
user_967,0
user_968,0
user_969,0
user_970,0
user_971,0
user_972,0
user_973,0
user_974,0
user_975,0
user_976,0
user_977,0
user_978,0
user_979,0
user_980,0
user_981,0
user_982,0
user_983,0
user_984,0
user_985,0
user_986,0
user_987,0
user_988,0
user_989,0
user_990,0
user_991,0
user_992,0
user_993,0
user_994,0
user_995,0
user_996,0
user_997,0
user_998,0
user_999,0
user_1000,0
